Input Number, Run_Number, Result@ 100, F1P, A1, F1, A2, F2, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-14, Run: 014, P, 0, 83, 0, 60, 0, 0, 5, 7, 5, 0, 5, 0, 5
INVAR-14, Run: 015, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 016, P, 0, 76, 0, 61, 0, 0, 5, 0, 5, 0, 4, 1, 5
INVAR-14, Run: 017, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 018, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 019, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 020, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 021, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 022, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 023, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 024, P, 0, 79, 0, 60, 0, 0, 5, 2, 4, 1, 5, 0, 5
INVAR-14, Run: 025, P, 0, 76, 0, 61, 0, 0, 5, 0, 5, 0, 4, 1, 5
INVAR-14, Run: 026, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 027, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 028, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 029, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 030, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 031, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 032, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 033, P, 0, 78, 0, 61, 0, 0, 5, 2, 5, 0, 4, 1, 5
INVAR-14, Run: 034, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 035, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 036, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 037, P, 0, 85, 0, 60, 0, 0, 5, 9, 5, 0, 5, 0, 5
INVAR-14, Run: 038, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 039, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 040, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 041, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 042, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 043, P, 0, 81, 0, 61, 0, 0, 5, 5, 5, 0, 4, 1, 5
INVAR-14, Run: 044, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 045, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 046, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 047, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 048, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 049, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 050, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 051, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 052, P, 0, 78, 0, 60, 0, 0, 5, 1, 4, 1, 5, 0, 5
INVAR-14, Run: 053, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 054, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 055, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 056, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 057, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 058, P, 0, 77, 0, 61, 0, 0, 5, 1, 5, 0, 4, 1, 5
INVAR-14, Run: 059, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 060, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 061, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 062, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 063, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 064, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 065, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 066, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 067, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 068, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 069, P, 0, 80, 0, 61, 0, 0, 5, 4, 5, 0, 4, 1, 5
INVAR-14, Run: 070, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 071, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 072, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 073, P, 0, 78, 0, 61, 0, 0, 5, 2, 5, 0, 4, 1, 5
INVAR-14, Run: 074, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 075, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 076, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 077, P, 0, 78, 0, 60, 0, 0, 5, 1, 4, 1, 5, 0, 5
INVAR-14, Run: 078, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 079, P, 0, 78, 0, 60, 0, 0, 5, 1, 4, 1, 5, 0, 5
INVAR-14, Run: 080, P, 0, 83, 0, 60, 0, 0, 5, 6, 4, 1, 5, 0, 5
INVAR-14, Run: 081, P, 0, 78, 0, 61, 0, 0, 5, 2, 5, 0, 4, 1, 5
INVAR-14, Run: 082, P, 0, 76, 0, 60, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 083, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 084, P, 0, 78, 0, 60, 0, 0, 5, 1, 4, 1, 5, 0, 5
INVAR-14, Run: 085, P, 0, 76, 0, 61, 0, 0, 5, 0, 5, 0, 4, 1, 5
INVAR-14, Run: 086, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 087, P, 0, 80, 0, 60, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-14, Run: 088, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 089, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 090, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 091, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 092, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 093, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 094, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-14, Run: 095, P, 0, 77, 0, 60, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-14, Run: 096, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 097, P, 0, 81, 0, 60, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-14, Run: 098, P, 0, 78, 0, 60, 0, 0, 5, 1, 4, 1, 5, 0, 5
INVAR-14, Run: 099, P, 0, 79, 0, 60, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-14, Run: 100, P, 0, 78, 0, 60, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 001, P, 0, 167, 0, 160, 0, 0, 5, 6, 4, 1, 5, 0, 5
INVAR-15, Run: 002, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 003, P, 0, 161, 0, 161, 0, 0, 5, 1, 5, 0, 4, 1, 5
INVAR-15, Run: 004, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 005, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 006, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 007, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 008, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 009, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 010, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 011, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 012, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 013, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 014, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 015, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 016, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 017, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 018, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 019, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 020, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 021, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 022, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 023, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 024, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 025, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 026, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 027, P, 0, 161, 0, 161, 0, 0, 5, 1, 5, 0, 4, 1, 5
INVAR-15, Run: 028, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 029, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 030, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 031, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 032, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 033, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 034, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 035, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 036, P, 0, 165, 0, 160, 0, 0, 5, 4, 4, 1, 5, 0, 5
INVAR-15, Run: 037, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 038, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 039, P, 0, 167, 0, 161, 0, 0, 5, 7, 5, 0, 4, 1, 5
INVAR-15, Run: 040, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 041, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 042, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 043, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 044, P, 0, 164, 0, 161, 0, 0, 5, 4, 5, 0, 4, 1, 5
INVAR-15, Run: 045, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 046, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 047, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 048, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 049, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 050, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 051, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 052, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 053, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 054, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 055, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 056, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 057, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 058, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 059, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 060, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 061, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 062, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 063, P, 0, 167, 0, 160, 0, 0, 5, 6, 4, 1, 5, 0, 5
INVAR-15, Run: 064, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 065, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 066, P, 0, 163, 0, 160, 0, 0, 5, 2, 4, 1, 5, 0, 5
INVAR-15, Run: 067, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 068, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 069, P, 0, 166, 0, 160, 0, 0, 5, 6, 5, 0, 5, 0, 5
INVAR-15, Run: 070, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 071, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 072, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 073, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 074, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 075, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 076, P, 0, 168, 0, 160, 0, 0, 5, 8, 5, 0, 5, 0, 5
INVAR-15, Run: 077, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 078, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 079, P, 0, 165, 0, 160, 0, 0, 5, 5, 5, 0, 5, 0, 5
INVAR-15, Run: 080, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 081, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 082, P, 0, 160, 0, 161, 0, 0, 5, 0, 5, 0, 4, 1, 5
INVAR-15, Run: 083, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 084, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 085, P, 0, 163, 0, 160, 0, 0, 5, 3, 5, 0, 5, 0, 5
INVAR-15, Run: 086, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 087, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 088, P, 0, 162, 0, 161, 0, 0, 5, 2, 5, 0, 4, 1, 5
INVAR-15, Run: 089, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 090, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 091, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 092, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 093, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 094, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-15, Run: 095, P, 0, 160, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 096, P, 0, 164, 0, 160, 0, 0, 5, 4, 5, 0, 5, 0, 5
INVAR-15, Run: 097, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 098, P, 0, 162, 0, 160, 0, 0, 5, 2, 5, 0, 5, 0, 5
INVAR-15, Run: 099, P, 0, 161, 0, 161, 0, 0, 5, 1, 5, 0, 4, 1, 5
INVAR-15, Run: 100, P, 0, 161, 0, 160, 0, 0, 5, 1, 5, 0, 5, 0, 5
INVAR-16, Run: 001, P, 5, 541, 0, 0, 5, 0, 0, 511, 5, 0, 0, 0, 0
INVAR-16, Run: 002, P, 5, 518, 0, 0, 5, 0, 0, 488, 5, 0, 0, 0, 0
INVAR-16, Run: 003, P, 5, 525, 0, 0, 5, 0, 0, 495, 5, 0, 0, 0, 0
INVAR-16, Run: 004, P, 5, 549, 0, 0, 5, 0, 0, 519, 5, 0, 0, 0, 0
INVAR-16, Run: 005, P, 5, 568, 0, 0, 5, 0, 0, 537, 4, 1, 0, 0, 0
INVAR-16, Run: 006, P, 5, 546, 0, 0, 5, 0, 0, 515, 4, 1, 0, 0, 0
INVAR-16, Run: 007, P, 5, 518, 0, 0, 5, 0, 0, 487, 4, 1, 0, 0, 0
INVAR-16, Run: 008, P, 5, 523, 0, 0, 5, 0, 0, 493, 5, 0, 0, 0, 0
INVAR-16, Run: 009, P, 5, 480, 0, 0, 5, 0, 0, 449, 4, 1, 0, 0, 0
INVAR-16, Run: 010, P, 5, 576, 0, 0, 5, 0, 0, 546, 5, 0, 0, 0, 0
INVAR-16, Run: 011, P, 5, 545, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-16, Run: 012, P, 5, 534, 0, 0, 5, 0, 0, 503, 4, 1, 0, 0, 0
INVAR-16, Run: 013, P, 5, 527, 0, 0, 5, 0, 0, 497, 5, 0, 0, 0, 0
INVAR-16, Run: 014, P, 5, 490, 0, 0, 5, 0, 0, 460, 5, 0, 0, 0, 0
INVAR-16, Run: 015, P, 5, 543, 0, 0, 5, 0, 0, 513, 5, 0, 0, 0, 0
INVAR-16, Run: 016, P, 5, 529, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-16, Run: 017, P, 5, 494, 0, 0, 5, 0, 0, 464, 5, 0, 0, 0, 0
INVAR-16, Run: 018, P, 5, 550, 0, 0, 5, 0, 0, 520, 5, 0, 0, 0, 0
INVAR-16, Run: 019, P, 5, 515, 0, 0, 5, 0, 0, 485, 5, 0, 0, 0, 0
INVAR-16, Run: 020, P, 5, 506, 0, 0, 5, 0, 0, 476, 5, 0, 0, 0, 0
INVAR-16, Run: 021, P, 5, 526, 0, 0, 5, 0, 0, 496, 5, 0, 0, 0, 0
INVAR-16, Run: 022, P, 5, 514, 0, 0, 5, 0, 0, 484, 5, 0, 0, 0, 0
INVAR-16, Run: 023, P, 5, 519, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-16, Run: 024, P, 5, 516, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-16, Run: 025, P, 5, 540, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-16, Run: 026, P, 5, 516, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-16, Run: 027, P, 5, 534, 0, 0, 5, 0, 0, 503, 4, 1, 0, 0, 0
INVAR-16, Run: 028, P, 5, 520, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-16, Run: 029, P, 5, 495, 0, 0, 5, 0, 0, 465, 5, 0, 0, 0, 0
INVAR-16, Run: 030, P, 5, 511, 0, 0, 5, 0, 0, 481, 5, 0, 0, 0, 0
INVAR-16, Run: 031, P, 5, 545, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-16, Run: 032, P, 5, 553, 0, 0, 5, 0, 0, 523, 5, 0, 0, 0, 0
INVAR-16, Run: 033, P, 5, 508, 0, 0, 5, 0, 0, 478, 5, 0, 0, 0, 0
INVAR-16, Run: 034, P, 5, 502, 0, 0, 5, 0, 0, 472, 5, 0, 0, 0, 0
INVAR-16, Run: 035, P, 5, 540, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-16, Run: 036, P, 5, 538, 0, 0, 5, 0, 0, 508, 5, 0, 0, 0, 0
INVAR-16, Run: 037, P, 5, 561, 0, 0, 5, 0, 0, 531, 5, 0, 0, 0, 0
INVAR-16, Run: 038, P, 5, 524, 0, 0, 5, 0, 0, 494, 5, 0, 0, 0, 0
INVAR-16, Run: 039, P, 5, 532, 0, 0, 5, 0, 0, 502, 5, 0, 0, 0, 0
INVAR-16, Run: 040, P, 5, 530, 0, 0, 5, 0, 0, 500, 5, 0, 0, 0, 0
INVAR-16, Run: 041, P, 5, 579, 0, 0, 5, 0, 0, 549, 5, 0, 0, 0, 0
INVAR-16, Run: 042, P, 5, 488, 0, 0, 5, 0, 0, 458, 5, 0, 0, 0, 0
INVAR-16, Run: 043, P, 5, 528, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-16, Run: 044, P, 5, 555, 0, 0, 5, 0, 0, 525, 5, 0, 0, 0, 0
INVAR-16, Run: 045, P, 5, 498, 0, 0, 5, 0, 0, 468, 5, 0, 0, 0, 0
INVAR-16, Run: 046, P, 5, 562, 0, 0, 5, 0, 0, 532, 5, 0, 0, 0, 0
INVAR-16, Run: 047, P, 5, 519, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-16, Run: 048, P, 5, 508, 0, 0, 5, 0, 0, 478, 5, 0, 0, 0, 0
INVAR-16, Run: 049, P, 5, 539, 0, 0, 5, 0, 0, 509, 5, 0, 0, 0, 0
INVAR-16, Run: 050, P, 5, 556, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-16, Run: 051, P, 5, 557, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-16, Run: 052, P, 5, 493, 0, 0, 5, 0, 0, 463, 5, 0, 0, 0, 0
INVAR-16, Run: 053, P, 5, 546, 0, 0, 5, 0, 0, 516, 5, 0, 0, 0, 0
INVAR-16, Run: 054, P, 5, 510, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-16, Run: 055, P, 5, 549, 0, 0, 5, 0, 0, 518, 4, 1, 0, 0, 0
INVAR-16, Run: 056, P, 5, 536, 0, 0, 5, 0, 0, 506, 5, 0, 0, 0, 0
INVAR-16, Run: 057, P, 5, 603, 0, 0, 5, 0, 0, 573, 5, 0, 0, 0, 0
INVAR-16, Run: 058, P, 5, 490, 0, 0, 5, 0, 0, 460, 5, 0, 0, 0, 0
INVAR-16, Run: 059, P, 5, 533, 0, 0, 5, 0, 0, 503, 5, 0, 0, 0, 0
INVAR-16, Run: 060, P, 5, 532, 0, 0, 5, 0, 0, 502, 5, 0, 0, 0, 0
INVAR-16, Run: 061, P, 5, 552, 0, 0, 5, 0, 0, 522, 5, 0, 0, 0, 0
INVAR-16, Run: 062, P, 5, 523, 0, 0, 5, 0, 0, 493, 5, 0, 0, 0, 0
INVAR-16, Run: 063, P, 5, 537, 0, 0, 5, 0, 0, 507, 5, 0, 0, 0, 0
INVAR-16, Run: 064, P, 5, 588, 0, 0, 5, 0, 0, 558, 5, 0, 0, 0, 0
INVAR-16, Run: 065, P, 5, 536, 0, 0, 5, 0, 0, 505, 4, 1, 0, 0, 0
INVAR-16, Run: 066, P, 5, 524, 0, 0, 5, 0, 0, 494, 5, 0, 0, 0, 0
INVAR-16, Run: 067, P, 5, 553, 0, 0, 5, 0, 0, 522, 4, 1, 0, 0, 0
INVAR-16, Run: 068, P, 5, 519, 0, 0, 5, 0, 0, 488, 4, 1, 0, 0, 0
INVAR-16, Run: 069, P, 5, 522, 0, 0, 5, 0, 0, 492, 5, 0, 0, 0, 0
INVAR-16, Run: 070, P, 5, 569, 0, 0, 5, 0, 0, 539, 5, 0, 0, 0, 0
