Input Number, Run_Number, Result@ 100, PO, A, H, X1, M, CE, Y, D, CO, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, P, 0, 117, 0, 0, 0, 0, 499, 108, 499, 0, 0, 16, 200, 787, 4907, 92, 48, 44, 108, 200, 300, 787, 5406
INVAR-10, Run: 064, P, 0, 259, 0, 0, 0, 0, 361, 110, 361, 0, 0, 20, 200, 737, 4339, 90, 57, 33, 110, 200, 300, 737, 4700
INVAR-10, Run: 065, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0, 22, 200, 827, 4074, 89, 54, 34, 111, 200, 300, 938, 4074
INVAR-10, Run: 066, P, 0, 32, 0, 0, 0, 0, 588, 110, 588, 0, 0, 20, 200, 1032, 5160, 90, 64, 26, 110, 200, 300, 1032, 5748
INVAR-10, Run: 067, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 821, 3980, 90, 51, 38, 110, 200, 300, 931, 3980
INVAR-10, Run: 068, P, 0, 250, 0, 0, 0, 0, 362, 106, 362, 0, 0, 12, 200, 1107, 5240, 94, 49, 45, 106, 200, 300, 1107, 5602
INVAR-10, Run: 069, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 964, 5079, 93, 59, 33, 107, 200, 300, 1071, 5079
INVAR-10, Run: 070, P, 0, 145, 0, 0, 0, 0, 477, 111, 477, 0, 0, 22, 200, 782, 4162, 89, 61, 28, 111, 200, 300, 782, 4639
INVAR-10, Run: 071, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 604, 3965, 91, 58, 32, 109, 200, 300, 713, 3965
INVAR-10, Run: 072, P, 0, 351, 0, 0, 0, 0, 271, 111, 271, 0, 0, 22, 200, 771, 4375, 89, 58, 31, 111, 200, 300, 771, 4646
INVAR-10, Run: 073, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 609, 3989, 93, 54, 38, 107, 200, 300, 716, 3989
INVAR-10, Run: 074, P, 0, 68, 0, 0, 0, 0, 552, 110, 552, 0, 0, 20, 200, 1021, 5825, 90, 51, 39, 110, 200, 300, 1021, 6377
INVAR-10, Run: 075, P, 0, 139, 0, 0, 0, 0, 483, 111, 483, 0, 0, 22, 200, 692, 3174, 89, 49, 40, 111, 200, 300, 692, 3657
INVAR-10, Run: 076, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 678, 3963, 91, 60, 30, 109, 200, 300, 787, 3963
INVAR-10, Run: 077, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 734, 4666, 91, 61, 29, 109, 200, 300, 843, 4666
INVAR-10, Run: 078, P, 0, 111, 0, 0, 0, 0, 509, 110, 509, 0, 0, 20, 200, 884, 3656, 90, 46, 44, 110, 200, 300, 884, 4165
INVAR-10, Run: 079, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 943, 4503, 91, 57, 33, 109, 200, 300, 1052, 4503
INVAR-10, Run: 080, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 789, 4785, 90, 56, 33, 110, 200, 300, 899, 4785
INVAR-10, Run: 081, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0, 26, 200, 817, 5529, 87, 60, 26, 113, 200, 300, 930, 5529
INVAR-10, Run: 082, P, 0, 137, 0, 0, 0, 0, 483, 110, 483, 0, 0, 20, 200, 923, 4009, 90, 57, 33, 110, 200, 300, 923, 4492
INVAR-10, Run: 083, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0, 20, 200, 603, 3815, 90, 60, 29, 110, 200, 300, 713, 3815
INVAR-10, Run: 084, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 1015, 4715, 92, 48, 43, 108, 200, 300, 1123, 4715
INVAR-10, Run: 085, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0, 16, 200, 753, 3958, 92, 44, 47, 108, 200, 300, 861, 3958
INVAR-10, Run: 086, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0, 24, 200, 844, 4261, 88, 55, 32, 112, 200, 300, 956, 4261
INVAR-10, Run: 087, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0, 14, 200, 891, 4452, 93, 57, 35, 107, 200, 300, 998, 4452
INVAR-10, Run: 088, P, 0, 155, 0, 0, 0, 0, 463, 109, 463, 0, 0, 18, 200, 792, 4591, 91, 71, 20, 109, 200, 300, 792, 5054
INVAR-10, Run: 089, P, 0, 124, 0, 0, 0, 0, 498, 111, 498, 0, 0, 22, 200, 621, 4372, 89, 57, 32, 111, 200, 300, 621, 4870
INVAR-10, Run: 090, P, 0, 18, 0, 0, 0, 0, 604, 111, 604, 0, 0, 22, 200, 783, 3221, 89, 54, 35, 111, 200, 300, 783, 3825
INVAR-10, Run: 091, P, 0, 525, 0, 0, 0, 0, 87, 106, 87, 0, 0, 12, 200, 662, 3725, 94, 61, 33, 106, 200, 300, 662, 3812
INVAR-10, Run: 092, P, 0, 314, 0, 0, 0, 0, 302, 108, 302, 0, 0, 16, 200, 787, 3240, 92, 59, 33, 108, 200, 300, 787, 3542
INVAR-10, Run: 093, P, 0, 114, 0, 0, 0, 0, 506, 110, 506, 0, 0, 20, 200, 795, 4793, 90, 57, 33, 110, 200, 300, 795, 5299
INVAR-10, Run: 094, P, 0, 83, 0, 0, 0, 0, 527, 105, 527, 0, 0, 10, 200, 768, 3356, 95, 62, 33, 105, 200, 300, 768, 3883
INVAR-10, Run: 095, P, 0, 128, 0, 0, 0, 0, 490, 109, 490, 0, 0, 18, 200, 950, 4883, 91, 60, 31, 109, 200, 300, 950, 5373
INVAR-10, Run: 096, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0, 18, 200, 787, 4985, 91, 64, 26, 109, 200, 300, 896, 4985
INVAR-10, Run: 097, P, 0, 442, 0, 0, 0, 0, 180, 111, 180, 0, 0, 22, 200, 853, 4035, 89, 48, 41, 111, 200, 300, 853, 4215
INVAR-10, Run: 098, P, 0, 149, 0, 0, 0, 0, 469, 109, 469, 0, 0, 18, 200, 628, 2749, 91, 60, 31, 109, 200, 300, 628, 3218
INVAR-10, Run: 099, P, 0, 188, 0, 0, 0, 0, 436, 112, 436, 0, 0, 24, 200, 881, 3889, 88, 63, 25, 112, 200, 300, 881, 4325
INVAR-10, Run: 100, P, 0, 36, 0, 0, 0, 0, 588, 112, 588, 0, 0, 24, 200, 728, 4145, 88, 58, 30, 112, 200, 300, 728, 4733
INVAR-2, Run: 001, P, 0, 172, 0, 0, 0, 30, 30, 0, 0, 1, 0, 4, 56, 74, 533, 26, 13, 12, 30, 56, 84, 104, 533
INVAR-2, Run: 002, P, 0, 28, 0, 0, 0, 0, 152, 34, 152, 0, 0, 12, 56, 119, 506, 22, 15, 7, 34, 56, 84, 119, 658
INVAR-2, Run: 003, P, 0, 11, 0, 0, 0, 0, 167, 33, 167, 0, 0, 10, 56, 104, 392, 23, 12, 11, 33, 56, 84, 104, 559
INVAR-2, Run: 004, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 92, 603, 22, 15, 6, 34, 56, 84, 126, 603
INVAR-2, Run: 005, P, 0, 1, 0, 0, 0, 0, 183, 36, 183, 0, 0, 16, 56, 79, 316, 20, 15, 5, 36, 56, 84, 79, 499
INVAR-2, Run: 006, P, 0, 6, 0, 0, 0, 0, 168, 31, 168, 0, 0, 6, 56, 125, 493, 25, 17, 8, 31, 56, 84, 125, 661
INVAR-2, Run: 007, P, 0, 44, 0, 0, 0, 0, 138, 35, 138, 0, 0, 14, 56, 168, 645, 21, 12, 9, 35, 56, 84, 168, 783
INVAR-2, Run: 008, P, 0, 15, 0, 0, 0, 0, 165, 34, 165, 0, 0, 12, 56, 176, 793, 22, 15, 7, 34, 56, 84, 176, 958
INVAR-2, Run: 009, P, 0, 59, 0, 0, 0, 0, 117, 32, 117, 0, 0, 8, 56, 143, 674, 24, 14, 10, 32, 56, 84, 143, 791
INVAR-2, Run: 010, P, 0, 172, 0, 0, 0, 30, 30, 0, 0, 1, 0, 4, 56, 143, 568, 26, 12, 13, 30, 56, 84, 173, 568
INVAR-2, Run: 011, P, 0, 50, 0, 0, 0, 0, 128, 33, 128, 0, 0, 10, 56, 90, 333, 23, 17, 6, 33, 56, 84, 90, 461
INVAR-2, Run: 012, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 145, 491, 23, 13, 9, 33, 56, 84, 178, 491
INVAR-2, Run: 013, P, 0, 163, 0, 0, 0, 1, 12, 30, 11, 0, 0, 6, 56, 126, 447, 25, 16, 9, 31, 56, 84, 127, 458
INVAR-2, Run: 014, P, 0, 21, 0, 0, 0, 0, 155, 32, 155, 0, 0, 8, 56, 60, 227, 24, 15, 9, 32, 56, 84, 60, 382
INVAR-2, Run: 015, P, 0, 93, 0, 0, 0, 0, 85, 33, 85, 0, 0, 10, 56, 79, 442, 23, 18, 5, 33, 56, 84, 79, 527
INVAR-2, Run: 016, P, 0, 55, 0, 0, 0, 0, 121, 32, 121, 0, 0, 8, 56, 97, 452, 24, 12, 12, 32, 56, 84, 97, 573
INVAR-2, Run: 017, P, 0, 172, 0, 0, 0, 8, 14, 25, 6, 0, 0, 10, 56, 107, 554, 23, 18, 5, 33, 56, 84, 115, 560
INVAR-2, Run: 018, P, 0, 186, 0, 0, 0, 37, 37, 0, 0, 1, 0, 18, 56, 112, 468, 19, 15, 3, 37, 56, 84, 149, 468
INVAR-2, Run: 019, P, 0, 99, 0, 0, 0, 0, 77, 32, 77, 0, 0, 8, 56, 78, 387, 24, 14, 10, 32, 56, 84, 78, 464
INVAR-2, Run: 020, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 165, 1038, 22, 13, 8, 34, 56, 84, 199, 1038
INVAR-2, Run: 021, P, 0, 45, 0, 0, 0, 0, 131, 32, 131, 0, 0, 8, 56, 158, 810, 24, 14, 10, 32, 56, 84, 158, 941
INVAR-2, Run: 022, P, 0, 16, 0, 0, 0, 0, 166, 35, 166, 0, 0, 14, 56, 98, 344, 21, 12, 9, 35, 56, 84, 98, 510
INVAR-2, Run: 023, P, 0, 68, 0, 0, 0, 0, 110, 33, 110, 0, 0, 10, 56, 84, 514, 23, 18, 5, 33, 56, 84, 84, 624
INVAR-2, Run: 024, P, 0, 48, 0, 0, 0, 0, 132, 34, 132, 0, 0, 12, 56, 163, 612, 22, 18, 4, 34, 56, 84, 163, 744
INVAR-2, Run: 025, P, 0, 61, 0, 0, 0, 0, 121, 35, 121, 0, 0, 14, 56, 96, 415, 21, 13, 8, 35, 56, 84, 96, 536
INVAR-2, Run: 026, P, 0, 169, 0, 0, 0, 2, 11, 31, 9, 0, 0, 10, 56, 126, 571, 23, 17, 6, 33, 56, 84, 128, 580
INVAR-2, Run: 027, P, 0, 182, 0, 0, 0, 35, 35, 0, 0, 1, 0, 14, 56, 143, 711, 21, 11, 9, 35, 56, 84, 178, 711
INVAR-2, Run: 028, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 146, 747, 24, 14, 9, 32, 56, 84, 178, 747
INVAR-2, Run: 029, P, 0, 163, 0, 0, 0, 1, 16, 32, 15, 0, 0, 10, 56, 120, 754, 23, 10, 13, 33, 56, 84, 121, 769
INVAR-2, Run: 030, P, 0, 182, 0, 0, 0, 35, 35, 0, 0, 1, 0, 14, 56, 57, 660, 21, 16, 4, 35, 56, 84, 92, 660
INVAR-2, Run: 031, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 97, 428, 23, 14, 8, 33, 56, 84, 130, 428
INVAR-2, Run: 032, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 135, 403, 23, 12, 10, 33, 56, 84, 168, 403
INVAR-2, Run: 033, P, 0, 151, 0, 0, 0, 0, 27, 33, 27, 0, 0, 10, 56, 87, 525, 23, 18, 5, 33, 56, 84, 87, 552
INVAR-2, Run: 034, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 101, 508, 22, 13, 8, 34, 56, 84, 135, 508
INVAR-2, Run: 035, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0, 6, 56, 52, 336, 25, 20, 4, 31, 56, 84, 83, 336
INVAR-2, Run: 036, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 89, 623, 22, 16, 5, 34, 56, 84, 123, 623
INVAR-2, Run: 037, P, 0, 13, 0, 0, 0, 0, 171, 36, 171, 0, 0, 16, 56, 94, 309, 20, 17, 3, 36, 56, 84, 94, 480
INVAR-2, Run: 038, P, 0, 61, 0, 0, 0, 0, 121, 35, 121, 0, 0, 14, 56, 192, 1022, 21, 18, 3, 35, 56, 84, 192, 1143
INVAR-2, Run: 039, P, 0, 40, 0, 0, 0, 0, 136, 32, 136, 0, 0, 8, 56, 139, 658, 24, 14, 10, 32, 56, 84, 139, 794
INVAR-2, Run: 040, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 115, 481, 23, 15, 7, 33, 56, 84, 148, 481
INVAR-2, Run: 041, P, 0, 119, 0, 0, 0, 0, 59, 33, 59, 0, 0, 10, 56, 111, 425, 23, 17, 6, 33, 56, 84, 111, 484
INVAR-2, Run: 042, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 142, 615, 23, 16, 6, 33, 56, 84, 175, 615
INVAR-2, Run: 043, P, 0, 118, 0, 0, 0, 0, 64, 35, 64, 0, 0, 14, 56, 157, 488, 21, 13, 8, 35, 56, 84, 157, 552
INVAR-2, Run: 044, P, 0, 44, 0, 0, 0, 0, 134, 33, 134, 0, 0, 10, 56, 153, 703, 23, 11, 12, 33, 56, 84, 153, 837
INVAR-2, Run: 045, P, 0, 143, 0, 0, 0, 0, 35, 33, 35, 0, 0, 10, 56, 124, 496, 23, 13, 10, 33, 56, 84, 124, 531
INVAR-2, Run: 046, P, 0, 120, 0, 0, 0, 0, 58, 33, 58, 0, 0, 10, 56, 149, 348, 23, 10, 13, 33, 56, 84, 149, 406
INVAR-2, Run: 047, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 78, 626, 24, 17, 6, 32, 56, 84, 110, 626
INVAR-2, Run: 048, P, 0, 3, 0, 0, 0, 0, 177, 34, 177, 0, 0, 12, 56, 144, 685, 22, 11, 11, 34, 56, 84, 144, 862
INVAR-2, Run: 049, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 61, 401, 23, 16, 6, 33, 56, 84, 94, 401
INVAR-2, Run: 050, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 123, 614, 24, 13, 10, 32, 56, 84, 155, 614
INVAR-2, Run: 051, P, 0, 56, 0, 0, 0, 0, 120, 32, 120, 0, 0, 8, 56, 134, 327, 24, 13, 11, 32, 56, 84, 134, 447
INVAR-2, Run: 052, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 104, 732, 23, 14, 8, 33, 56, 84, 137, 732
INVAR-2, Run: 053, P, 0, 33, 0, 0, 0, 0, 143, 32, 143, 0, 0, 8, 56, 118, 545, 24, 16, 8, 32, 56, 84, 118, 688
INVAR-2, Run: 054, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 149, 637, 22, 14, 7, 34, 56, 84, 183, 637
INVAR-2, Run: 055, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 120, 642, 24, 13, 10, 32, 56, 84, 152, 642
INVAR-2, Run: 056, P, 0, 153, 0, 0, 0, 1, 24, 31, 23, 0, 0, 8, 56, 184, 773, 24, 15, 9, 32, 56, 84, 185, 796
INVAR-2, Run: 057, P, 0, 4, 0, 0, 0, 0, 182, 37, 182, 0, 0, 18, 56, 76, 362, 19, 13, 6, 37, 56, 84, 76, 544
INVAR-2, Run: 058, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 117, 671, 22, 18, 3, 34, 56, 84, 151, 671
INVAR-2, Run: 059, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 113, 462, 23, 14, 8, 33, 56, 84, 146, 462
INVAR-2, Run: 060, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 102, 531, 24, 16, 7, 32, 56, 84, 134, 531
INVAR-2, Run: 061, P, 0, 45, 0, 0, 0, 0, 133, 33, 133, 0, 0, 10, 56, 118, 394, 23, 12, 11, 33, 56, 84, 118, 527
INVAR-2, Run: 062, P, 0, 31, 0, 0, 0, 0, 145, 32, 145, 0, 0, 8, 56, 190, 725, 24, 14, 10, 32, 56, 84, 190, 870
INVAR-2, Run: 063, P, 0, 30, 0, 0, 0, 0, 148, 33, 148, 0, 0, 10, 56, 67, 261, 23, 16, 7, 33, 56, 84, 67, 409
INVAR-2, Run: 064, P, 0, 129, 0, 0, 0, 0, 47, 32, 47, 0, 0, 8, 56, 130, 531, 24, 13, 11, 32, 56, 84, 130, 578
INVAR-2, Run: 065, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 170, 567, 23, 7, 15, 33, 56, 84, 203, 567
INVAR-2, Run: 066, P, 0, 36, 0, 0, 0, 0, 144, 34, 144, 0, 0, 12, 56, 100, 573, 22, 16, 6, 34, 56, 84, 100, 717
INVAR-2, Run: 067, P, 0, 32, 0, 0, 0, 0, 148, 34, 148, 0, 0, 12, 56, 163, 485, 22, 12, 10, 34, 56, 84, 163, 633
INVAR-2, Run: 068, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0, 6, 56, 129, 375, 25, 12, 12, 31, 56, 84, 160, 375
INVAR-2, Run: 069, P, 0, 67, 0, 0, 0, 0, 111, 33, 111, 0, 0, 10, 56, 88, 541, 23, 14, 9, 33, 56, 84, 88, 652
INVAR-2, Run: 070, P, 0, 78, 0, 0, 0, 0, 100, 33, 100, 0, 0, 10, 56, 98, 292, 23, 15, 8, 33, 56, 84, 98, 392
INVAR-2, Run: 071, P, 0, 154, 0, 0, 0, 1, 21, 30, 20, 0, 0, 6, 56, 108, 651, 25, 14, 11, 31, 56, 84, 109, 671
INVAR-2, Run: 072, P, 0, 41, 0, 0, 0, 0, 133, 31, 133, 0, 0, 6, 56, 75, 464, 25, 17, 8, 31, 56, 84, 75, 597
INVAR-2, Run: 073, P, 0, 5, 0, 0, 0, 0, 177, 35, 177, 0, 0, 14, 56, 108, 364, 21, 12, 9, 35, 56, 84, 108, 541
INVAR-2, Run: 074, P, 0, 49, 0, 0, 0, 0, 127, 32, 127, 0, 0, 8, 56, 85, 398, 24, 16, 8, 32, 56, 84, 85, 525
INVAR-2, Run: 075, P, 0, 9, 0, 0, 0, 0, 169, 33, 169, 0, 0, 10, 56, 122, 600, 23, 12, 11, 33, 56, 84, 122, 769
INVAR-2, Run: 076, P, 0, 4, 0, 0, 0, 0, 174, 33, 174, 0, 0, 10, 56, 85, 415, 23, 13, 10, 33, 56, 84, 85, 589
INVAR-2, Run: 077, P, 0, 107, 0, 0, 0, 0, 71, 33, 71, 0, 0, 10, 56, 120, 605, 23, 13, 10, 33, 56, 84, 120, 676
INVAR-2, Run: 078, P, 0, 150, 0, 0, 0, 0, 24, 31, 24, 0, 0, 6, 56, 171, 699, 25, 11, 14, 31, 56, 84, 171, 723
INVAR-2, Run: 079, P, 0, 19, 0, 0, 0, 0, 153, 30, 153, 0, 0, 4, 56, 201, 929, 26, 20, 6, 30, 56, 84, 201, 1082
INVAR-2, Run: 080, P, 0, 48, 0, 0, 0, 0, 130, 33, 130, 0, 0, 10, 56, 89, 244, 23, 15, 8, 33, 56, 84, 89, 374
INVAR-2, Run: 081, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 104, 348, 24, 18, 5, 32, 56, 84, 136, 348
INVAR-2, Run: 082, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 207, 695, 22, 12, 9, 34, 56, 84, 241, 695
INVAR-2, Run: 083, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0, 10, 56, 70, 393, 23, 18, 4, 33, 56, 84, 103, 393
INVAR-2, Run: 084, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 94, 751, 22, 17, 4, 34, 56, 84, 128, 751
INVAR-2, Run: 085, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0, 8, 56, 166, 800, 24, 21, 2, 32, 56, 84, 198, 800
INVAR-2, Run: 086, P, 0, 172, 0, 0, 0, 30, 30, 0, 0, 1, 0, 4, 56, 103, 532, 26, 14, 11, 30, 56, 84, 133, 532
INVAR-2, Run: 087, P, 0, 51, 0, 0, 0, 0, 125, 32, 125, 0, 0, 8, 56, 113, 437, 24, 11, 13, 32, 56, 84, 113, 562
INVAR-2, Run: 088, P, 0, 132, 0, 0, 0, 0, 44, 32, 44, 0, 0, 8, 56, 122, 643, 24, 17, 7, 32, 56, 84, 122, 687
INVAR-2, Run: 089, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0, 6, 56, 106, 311, 25, 12, 12, 31, 56, 84, 137, 311
INVAR-2, Run: 090, P, 0, 52, 0, 0, 0, 0, 122, 31, 122, 0, 0, 6, 56, 87, 411, 25, 21, 4, 31, 56, 84, 87, 533
INVAR-2, Run: 091, P, 0, 16, 0, 0, 0, 0, 156, 30, 156, 0, 0, 4, 56, 158, 731, 26, 21, 5, 30, 56, 84, 158, 887
INVAR-2, Run: 092, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0, 12, 56, 149, 632, 22, 15, 6, 34, 56, 84, 183, 632
INVAR-2, Run: 093, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0, 6, 56, 103, 523, 25, 11, 13, 31, 56, 84, 134, 523
INVAR-2, Run: 094, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0, 6, 56, 100, 422, 25, 12, 12, 31, 56, 84, 131, 422
INVAR-2, Run: 095, P, 0, 13, 0, 0, 0, 0, 165, 33, 165, 0, 0, 10, 56, 125, 707, 23, 18, 5, 33, 56, 84, 125, 872
INVAR-2, Run: 096, P, 0, 84, 0, 0, 0, 0, 94, 33, 94, 0, 0, 10, 56, 127, 372, 23, 16, 7, 33, 56, 84, 127, 466
INVAR-2, Run: 097, P, 0, 13, 0, 0, 0, 0, 165, 33, 165, 0, 0, 10, 56, 114, 638, 23, 18, 5, 33, 56, 84, 114, 803
INVAR-2, Run: 098, P, 0, 123, 0, 0, 0, 0, 61, 36, 61, 0, 0, 16, 56, 163, 556, 20, 15, 5, 36, 56, 84, 163, 617
INVAR-2, Run: 099, P, 0, 98, 0, 0, 0, 0, 84, 35, 84, 0, 0, 14, 56, 90, 384, 21, 13, 8, 35, 56, 84, 90, 468
INVAR-2, Run: 100, P, 0, 4, 0, 0, 0, 0, 172, 32, 172, 0, 0, 8, 56, 153, 617, 24, 17, 7, 32, 56, 84, 153, 789
INVAR-3, Run: 001, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 562, 3703, 73, 40, 32, 91, 164, 246, 653, 3703
INVAR-3, Run: 002, P, 0, 514, 0, 0, 0, 93, 93, 0, 0, 1, 0, 22, 164, 760, 3864, 71, 46, 24, 93, 164, 246, 853, 3864
INVAR-3, Run: 003, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 528, 3017, 75, 48, 26, 89, 164, 246, 617, 3017
INVAR-3, Run: 004, P, 0, 237, 0, 0, 0, 0, 277, 93, 277, 0, 0, 22, 164, 430, 2835, 71, 49, 22, 93, 164, 246, 430, 3112
INVAR-3, Run: 005, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 691, 3420, 73, 48, 24, 91, 164, 246, 782, 3420
INVAR-3, Run: 006, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 645, 2926, 75, 46, 28, 89, 164, 246, 734, 2926
INVAR-3, Run: 007, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 509, 2827, 73, 41, 31, 91, 164, 246, 600, 2827
INVAR-3, Run: 008, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 763, 3191, 73, 37, 35, 91, 164, 246, 854, 3191
INVAR-3, Run: 009, P, 0, 516, 0, 0, 0, 94, 94, 0, 0, 1, 0, 24, 164, 721, 3379, 70, 46, 23, 94, 164, 246, 815, 3379
INVAR-3, Run: 010, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 762, 2787, 74, 41, 32, 90, 164, 246, 852, 2787
INVAR-3, Run: 011, P, 0, 221, 0, 0, 0, 0, 295, 94, 295, 0, 0, 24, 164, 633, 3431, 70, 50, 20, 94, 164, 246, 633, 3726
INVAR-3, Run: 012, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 530, 2867, 75, 52, 22, 89, 164, 246, 619, 2867
INVAR-3, Run: 013, P, 0, 91, 0, 0, 0, 0, 419, 91, 419, 0, 0, 18, 164, 475, 2960, 73, 46, 27, 91, 164, 246, 475, 3379
INVAR-3, Run: 014, P, 0, 20, 0, 0, 0, 0, 488, 90, 488, 0, 0, 16, 164, 431, 2182, 74, 45, 29, 90, 164, 246, 431, 2670
INVAR-3, Run: 015, P, 0, 241, 0, 0, 0, 0, 275, 94, 275, 0, 0, 24, 164, 779, 3899, 70, 38, 32, 94, 164, 246, 779, 4174
INVAR-3, Run: 016, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 628, 2991, 75, 49, 25, 89, 164, 246, 717, 2991
INVAR-3, Run: 017, P, 0, 481, 0, 0, 0, 4, 31, 86, 27, 0, 0, 16, 164, 823, 4211, 74, 48, 26, 90, 164, 246, 827, 4238
INVAR-3, Run: 018, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 739, 3420, 72, 45, 26, 92, 164, 246, 831, 3420
INVAR-3, Run: 019, P, 0, 381, 0, 0, 0, 0, 129, 91, 129, 0, 0, 18, 164, 722, 3421, 73, 51, 22, 91, 164, 246, 722, 3550
INVAR-3, Run: 020, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 537, 3246, 75, 47, 27, 89, 164, 246, 626, 3246
INVAR-3, Run: 021, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 434, 2501, 74, 48, 25, 90, 164, 246, 524, 2501
INVAR-3, Run: 022, P, 0, 145, 0, 0, 0, 0, 371, 94, 371, 0, 0, 24, 164, 776, 3251, 70, 46, 24, 94, 164, 246, 776, 3622
INVAR-3, Run: 023, P, 0, 66, 0, 0, 0, 0, 448, 93, 448, 0, 0, 22, 164, 618, 2819, 71, 37, 34, 93, 164, 246, 618, 3267
INVAR-3, Run: 024, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 475, 3667, 75, 56, 18, 89, 164, 246, 564, 3667
INVAR-3, Run: 025, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 619, 3670, 75, 44, 30, 89, 164, 246, 708, 3670
