Input Number, Run_Number, Result@ 100, F1P, F2P, A1, F1, A2, F2, Y
13, Run: 049, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 050, P, 3, 0, 13, 0, 10, 0, 2
13, Run: 051, P, 3, 0, 13, 0, 11, 0, 2
13, Run: 052, P, 3, 0, 14, 0, 11, 0, 2
13, Run: 053, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 054, P, 3, 0, 14, 0, 10, 0, 2
13, Run: 055, P, 2, 0, 13, 0, 11, 0, 3
13, Run: 056, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 057, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 058, P, 3, 0, 15, 0, 11, 0, 2
13, Run: 059, P, 3, 0, 13, 0, 10, 0, 2
13, Run: 060, P, 3, 0, 14, 0, 10, 0, 2
13, Run: 061, P, 1, 0, 12, 0, 11, 0, 4
13, Run: 062, F, 5, 0, 15, 0, 11, 0, 0
13, Run: 063, P, 3, 0, 15, 0, 10, 0, 2
13, Run: 064, P, 1, 0, 11, 0, 10, 0, 4
13, Run: 065, P, 2, 0, 14, 0, 10, 0, 3
13, Run: 066, P, 1, 0, 11, 0, 10, 0, 4
13, Run: 067, P, 3, 0, 14, 0, 11, 0, 2
13, Run: 068, P, 2, 0, 13, 0, 10, 0, 3
13, Run: 069, P, 2, 0, 13, 0, 10, 0, 3
13, Run: 070, P, 2, 0, 13, 0, 11, 0, 3
13, Run: 071, P, 3, 0, 14, 0, 11, 0, 2
13, Run: 072, P, 1, 0, 11, 0, 11, 0, 4
13, Run: 073, P, 1, 0, 11, 0, 10, 0, 4
13, Run: 074, P, 2, 0, 13, 0, 11, 0, 3
13, Run: 075, P, 2, 0, 15, 0, 11, 0, 3
13, Run: 076, P, 0, 0, 10, 0, 11, 0, 5
13, Run: 077, P, 2, 0, 13, 0, 10, 0, 3
13, Run: 078, P, 4, 0, 15, 0, 11, 0, 1
13, Run: 079, P, 3, 0, 13, 0, 10, 0, 2
13, Run: 080, P, 4, 0, 15, 0, 10, 0, 1
13, Run: 081, P, 2, 0, 14, 0, 11, 0, 3
13, Run: 082, P, 1, 0, 11, 0, 10, 0, 4
13, Run: 083, P, 2, 0, 12, 0, 11, 0, 3
13, Run: 084, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 085, P, 3, 0, 13, 0, 10, 0, 2
13, Run: 086, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 087, P, 3, 0, 14, 0, 10, 0, 2
13, Run: 088, P, 3, 0, 14, 0, 10, 0, 2
13, Run: 089, F, 5, 0, 16, 0, 13, 0, 0
13, Run: 090, P, 3, 0, 13, 0, 11, 0, 2
13, Run: 091, P, 3, 0, 13, 0, 10, 0, 2
13, Run: 092, P, 1, 0, 11, 0, 11, 0, 4
13, Run: 093, P, 4, 0, 15, 0, 10, 0, 1
13, Run: 094, P, 4, 0, 14, 0, 10, 0, 1
13, Run: 095, P, 1, 0, 11, 0, 10, 0, 4
13, Run: 096, P, 3, 0, 13, 0, 11, 0, 2
13, Run: 097, P, 0, 0, 11, 0, 11, 0, 5
13, Run: 098, P, 3, 0, 15, 0, 12, 0, 2
13, Run: 099, P, 3, 0, 14, 0, 11, 0, 2
13, Run: 100, P, 3, 0, 13, 0, 10, 0, 2
14, Run: 001, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 002, F, 5, 0, 81, 0, 60, 0, 0
14, Run: 003, F, 5, 0, 81, 0, 60, 0, 0
14, Run: 004, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 005, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 006, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 007, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 008, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 009, F, 5, 0, 81, 0, 60, 0, 0
14, Run: 010, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 011, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 012, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 013, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 014, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 015, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 016, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 017, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 018, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 019, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 020, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 021, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 022, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 023, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 024, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 025, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 026, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 027, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 028, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 029, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 030, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 031, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 032, P, 0, 0, 77, 0, 60, 0, 5
14, Run: 033, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 034, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 035, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 036, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 037, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 038, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 039, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 040, P, 3, 0, 80, 0, 60, 0, 2
14, Run: 041, P, 0, 0, 76, 0, 60, 0, 5
14, Run: 042, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 043, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 044, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 045, P, 4, 0, 80, 0, 61, 0, 1
14, Run: 046, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 047, P, 2, 0, 78, 0, 61, 0, 3
14, Run: 048, P, 3, 0, 79, 0, 61, 0, 2
14, Run: 049, P, 2, 0, 79, 0, 60, 0, 3
14, Run: 050, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 051, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 052, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 053, F, 5, 0, 81, 0, 60, 0, 0
14, Run: 054, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 055, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 056, P, 3, 0, 79, 0, 61, 0, 2
14, Run: 057, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 058, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 059, P, 2, 0, 78, 0, 61, 0, 3
14, Run: 060, F, 5, 0, 82, 0, 60, 0, 0
14, Run: 061, P, 2, 0, 79, 0, 60, 0, 3
14, Run: 062, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 063, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 064, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 065, P, 0, 0, 76, 0, 61, 0, 5
14, Run: 066, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 067, P, 2, 0, 79, 0, 60, 0, 3
14, Run: 068, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 069, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 070, P, 4, 0, 80, 0, 61, 0, 1
14, Run: 071, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 072, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 073, P, 3, 0, 80, 0, 60, 0, 2
14, Run: 074, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 075, P, 3, 0, 80, 0, 61, 0, 2
14, Run: 076, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 077, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 078, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 079, P, 1, 0, 77, 0, 61, 0, 4
14, Run: 080, P, 3, 0, 79, 0, 61, 0, 2
14, Run: 081, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 082, P, 2, 0, 78, 0, 61, 0, 3
14, Run: 083, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 084, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 085, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 086, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 087, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 088, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 089, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 090, P, 3, 0, 79, 0, 61, 0, 2
14, Run: 091, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 092, P, 2, 0, 78, 0, 60, 0, 3
14, Run: 093, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 094, P, 3, 0, 79, 0, 60, 0, 2
14, Run: 095, P, 4, 0, 80, 0, 60, 0, 1
14, Run: 096, P, 3, 0, 80, 0, 60, 0, 2
14, Run: 097, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 098, P, 2, 0, 78, 0, 61, 0, 3
14, Run: 099, P, 1, 0, 77, 0, 60, 0, 4
14, Run: 100, P, 2, 0, 78, 0, 60, 0, 3
15, Run: 001, P, 4, 0, 164, 0, 161, 0, 1
15, Run: 002, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 003, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 004, F, 5, 0, 165, 0, 160, 0, 0
15, Run: 005, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 006, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 007, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 008, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 009, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 010, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 011, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 012, P, 0, 0, 160, 0, 160, 0, 5
15, Run: 013, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 014, F, 5, 0, 165, 0, 160, 0, 0
15, Run: 015, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 016, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 017, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 018, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 019, P, 3, 0, 163, 0, 161, 0, 2
15, Run: 020, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 021, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 022, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 023, P, 1, 0, 161, 0, 160, 0, 4
15, Run: 024, P, 1, 0, 161, 0, 160, 0, 4
15, Run: 025, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 026, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 027, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 028, F, 5, 0, 166, 0, 160, 0, 0
15, Run: 029, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 030, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 031, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 032, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 033, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 034, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 035, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 036, F, 5, 0, 165, 0, 160, 0, 0
15, Run: 037, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 038, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 039, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 040, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 041, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 042, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 043, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 044, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 045, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 046, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 047, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 048, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 049, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 050, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 051, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 052, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 053, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 054, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 055, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 056, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 057, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 058, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 059, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 060, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 061, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 062, P, 3, 0, 163, 0, 161, 0, 2
15, Run: 063, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 064, P, 0, 0, 160, 0, 160, 0, 5
15, Run: 065, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 066, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 067, P, 0, 0, 160, 0, 160, 0, 5
15, Run: 068, P, 1, 0, 162, 0, 160, 0, 4
15, Run: 069, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 070, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 071, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 072, P, 4, 0, 165, 0, 160, 0, 1
15, Run: 073, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 074, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 075, P, 0, 0, 160, 0, 160, 0, 5
15, Run: 076, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 077, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 078, F, 5, 0, 165, 0, 161, 0, 0
15, Run: 079, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 080, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 081, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 082, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 083, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 084, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 085, P, 3, 0, 163, 0, 161, 0, 2
15, Run: 086, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 087, P, 1, 0, 161, 0, 160, 0, 4
15, Run: 088, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 089, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 090, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 091, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 092, P, 2, 0, 163, 0, 160, 0, 3
15, Run: 093, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 094, P, 2, 0, 162, 0, 162, 0, 3
15, Run: 095, P, 2, 0, 162, 0, 160, 0, 3
15, Run: 096, P, 4, 0, 164, 0, 160, 0, 1
15, Run: 097, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 098, P, 1, 0, 161, 0, 160, 0, 4
15, Run: 099, P, 3, 0, 163, 0, 160, 0, 2
15, Run: 100, P, 2, 0, 162, 0, 160, 0, 3
2, Run: 001, P, 2, 0, 57, 0, 64, 0, 3
2, Run: 002, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 003, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 004, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 005, P, 1, 0, 57, 0, 63, 0, 4
2, Run: 006, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 007, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 008, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 009, F, 5, 0, 60, 0, 63, 0, 0
2, Run: 010, P, 2, 0, 58, 0, 63, 0, 3
2, Run: 011, P, 2, 0, 58, 0, 63, 0, 3
2, Run: 012, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 013, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 014, P, 4, 0, 60, 0, 63, 0, 1
2, Run: 015, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 016, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 017, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 018, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 019, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 020, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 021, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 022, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 023, P, 0, 0, 55, 0, 63, 0, 5
2, Run: 024, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 025, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 026, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 027, P, 1, 0, 57, 0, 64, 0, 4
2, Run: 028, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 029, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 030, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 031, P, 0, 0, 55, 0, 63, 0, 5
2, Run: 032, F, 5, 0, 60, 0, 63, 0, 0
2, Run: 033, P, 2, 0, 58, 0, 63, 0, 3
2, Run: 034, F, 5, 0, 61, 0, 64, 0, 0
2, Run: 035, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 036, P, 1, 0, 57, 0, 64, 0, 4
2, Run: 037, P, 0, 0, 55, 0, 64, 0, 5
2, Run: 038, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 039, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 040, P, 2, 0, 57, 0, 64, 0, 3
2, Run: 041, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 042, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 043, P, 4, 0, 60, 0, 63, 0, 1
2, Run: 044, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 045, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 046, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 047, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 048, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 049, F, 5, 0, 60, 0, 64, 0, 0
2, Run: 050, P, 0, 0, 55, 0, 63, 0, 5
2, Run: 051, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 052, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 053, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 054, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 055, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 056, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 057, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 058, P, 2, 0, 57, 0, 64, 0, 3
2, Run: 059, P, 4, 0, 59, 0, 64, 0, 1
2, Run: 060, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 061, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 062, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 063, P, 2, 0, 57, 0, 64, 0, 3
2, Run: 064, P, 2, 0, 58, 0, 64, 0, 3
2, Run: 065, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 066, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 067, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 068, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 069, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 070, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 071, P, 2, 0, 58, 0, 63, 0, 3
2, Run: 072, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 073, P, 1, 0, 56, 0, 64, 0, 4
2, Run: 074, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 075, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 076, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 077, P, 1, 0, 56, 0, 63, 0, 4
2, Run: 078, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 079, P, 2, 0, 58, 0, 63, 0, 3
2, Run: 080, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 081, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 082, P, 0, 0, 55, 0, 63, 0, 5
2, Run: 083, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 084, F, 5, 0, 61, 0, 63, 0, 0
2, Run: 085, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 086, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 087, P, 1, 0, 57, 0, 63, 0, 4
2, Run: 088, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 089, P, 3, 0, 58, 0, 64, 0, 2
2, Run: 090, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 091, P, 3, 0, 59, 0, 63, 0, 2
2, Run: 092, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 093, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 094, P, 2, 0, 57, 0, 63, 0, 3
2, Run: 095, P, 1, 0, 57, 0, 64, 0, 4
2, Run: 096, P, 4, 0, 59, 0, 63, 0, 1
2, Run: 097, P, 1, 0, 57, 0, 63, 0, 4
2, Run: 098, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 099, P, 3, 0, 58, 0, 63, 0, 2
2, Run: 100, P, 3, 0, 59, 0, 63, 0, 2
3, Run: 001, P, 2, 0, 117, 0, 112, 0, 3
3, Run: 002, F, 5, 0, 120, 0, 111, 0, 0
3, Run: 003, P, 2, 0, 117, 0, 112, 0, 3
3, Run: 004, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 005, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 006, F, 5, 0, 120, 0, 111, 0, 0
3, Run: 007, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 008, P, 3, 0, 118, 0, 112, 0, 2
3, Run: 009, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 010, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 011, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 012, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 013, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 014, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 015, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 016, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 017, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 018, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 019, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 020, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 021, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 022, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 023, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 024, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 025, P, 1, 0, 116, 0, 112, 0, 4
3, Run: 026, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 027, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 028, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 029, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 030, P, 4, 0, 120, 0, 111, 0, 1
3, Run: 031, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 032, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 033, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 034, F, 5, 0, 120, 0, 111, 0, 0
3, Run: 035, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 036, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 037, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 038, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 039, F, 5, 0, 121, 0, 111, 0, 0
3, Run: 040, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 041, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 042, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 043, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 044, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 045, P, 0, 0, 115, 0, 111, 0, 5
3, Run: 046, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 047, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 048, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 049, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 050, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 051, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 052, P, 3, 0, 118, 0, 112, 0, 2
3, Run: 053, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 054, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 055, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 056, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 057, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 058, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 059, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 060, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 061, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 062, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 063, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 064, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 065, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 066, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 067, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 068, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 069, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 070, P, 1, 0, 116, 0, 111, 0, 4
3, Run: 071, P, 1, 0, 116, 0, 112, 0, 4
3, Run: 072, P, 3, 0, 118, 0, 112, 0, 2
3, Run: 073, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 074, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 075, P, 3, 0, 119, 0, 111, 0, 2
3, Run: 076, P, 2, 0, 117, 0, 112, 0, 3
3, Run: 077, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 078, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 079, P, 1, 0, 117, 0, 111, 0, 4
3, Run: 080, P, 4, 0, 120, 0, 111, 0, 1
3, Run: 081, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 082, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 083, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 084, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 085, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 086, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 087, P, 4, 0, 120, 0, 111, 0, 1
3, Run: 088, P, 3, 0, 118, 0, 112, 0, 2
3, Run: 089, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 090, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 091, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 092, P, 2, 0, 118, 0, 111, 0, 3
3, Run: 093, P, 2, 0, 117, 0, 111, 0, 3
3, Run: 094, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 095, P, 2, 0, 117, 0, 112, 0, 3
3, Run: 096, P, 3, 0, 118, 0, 111, 0, 2
3, Run: 097, P, 4, 0, 119, 0, 111, 0, 1
3, Run: 098, P, 2, 0, 117, 0, 111, 0, 3
