Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 12886, 30, 30, 11935, 158, 35, 6, 158, 217, 317, 12914, 6457
INVAR-10, Run: 047, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 11876, 44, 44, 10919, 159, 34, 6, 159, 219, 319, 16104, 8052
INVAR-10, Run: 048, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 13734, 29, 29, 12783, 158, 35, 6, 158, 217, 317, 12516, 6258
INVAR-10, Run: 049, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 14477, 47, 47, 13484, 165, 32, 2, 165, 231, 331, 16780, 8390
INVAR-10, Run: 050, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 12846, 35, 35, 11889, 159, 33, 7, 159, 219, 319, 16368, 8184
INVAR-10, Run: 051, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 14349, 37, 37, 13362, 164, 30, 5, 164, 229, 329, 19578, 9789
INVAR-10, Run: 052, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 14786, 35, 35, 13805, 163, 33, 3, 163, 227, 327, 18206, 9103
INVAR-10, Run: 053, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 12381, 28, 28, 11424, 159, 29, 11, 159, 219, 319, 15130, 7565
INVAR-10, Run: 054, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 12071, 25, 25, 11114, 159, 33, 7, 159, 219, 319, 16100, 8050
INVAR-10, Run: 055, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 13932, 24, 24, 12957, 162, 30, 7, 162, 225, 325, 19390, 9695
INVAR-10, Run: 056, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 13913, 35, 35, 12950, 160, 29, 10, 160, 221, 321, 17292, 8646
INVAR-10, Run: 057, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 12720, 46, 46, 11739, 163, 23, 13, 163, 227, 327, 17468, 8734
INVAR-10, Run: 058, P, 43, 0, 0, 0, 1, 0, 1, 0, 939, 939, 0, 0, 113, 313, 13044, 32, 32, 12105, 156, 36, 7, 156, 213, 313, 14144, 7072
INVAR-10, Run: 059, P, 31, 0, 0, 0, 1, 0, 1, 0, 1011, 1011, 0, 0, 137, 337, 15324, 44, 44, 14313, 168, 26, 5, 168, 237, 337, 19022, 9511
INVAR-10, Run: 060, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 13427, 25, 25, 12464, 160, 33, 6, 160, 221, 321, 15386, 7693
INVAR-10, Run: 061, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 15744, 44, 44, 14745, 166, 29, 4, 166, 233, 333, 16424, 8212
INVAR-10, Run: 062, P, 34, 0, 0, 0, 1, 0, 1, 0, 993, 993, 0, 0, 131, 331, 13015, 35, 35, 12022, 165, 30, 4, 165, 231, 331, 18814, 9407
INVAR-10, Run: 063, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 12378, 34, 34, 11379, 166, 27, 6, 166, 233, 333, 14306, 7153
INVAR-10, Run: 064, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 14765, 34, 34, 13802, 160, 30, 9, 160, 221, 321, 18850, 9425
INVAR-10, Run: 065, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 13418, 31, 31, 12455, 160, 25, 14, 160, 221, 321, 16696, 8348
INVAR-10, Run: 066, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13323, 37, 37, 12354, 161, 30, 8, 161, 223, 323, 15982, 7991
INVAR-10, Run: 067, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 15399, 20, 20, 14442, 159, 32, 8, 159, 219, 319, 18702, 9351
INVAR-10, Run: 068, P, 43, 0, 0, 0, 1, 0, 1, 0, 939, 939, 0, 0, 113, 313, 13031, 43, 43, 12092, 156, 34, 9, 156, 213, 313, 12474, 6237
INVAR-10, Run: 069, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13334, 29, 29, 12365, 161, 30, 8, 161, 223, 323, 15768, 7884
INVAR-10, Run: 070, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13846, 39, 39, 12877, 161, 28, 10, 161, 223, 323, 16342, 8171
INVAR-10, Run: 071, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 14874, 35, 35, 13887, 164, 27, 8, 164, 229, 329, 18854, 9427
INVAR-10, Run: 072, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 14410, 36, 36, 13411, 166, 27, 6, 166, 233, 333, 21080, 10540
INVAR-10, Run: 073, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 11564, 40, 40, 10589, 162, 32, 5, 162, 225, 325, 17440, 8720
INVAR-10, Run: 074, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 12584, 36, 36, 11597, 164, 32, 3, 164, 229, 329, 16934, 8467
INVAR-10, Run: 075, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 12548, 44, 44, 11597, 158, 30, 11, 158, 217, 317, 14994, 7497
INVAR-10, Run: 076, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 13854, 38, 38, 12855, 166, 23, 10, 166, 233, 333, 17844, 8922
INVAR-10, Run: 077, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 11843, 24, 24, 10874, 161, 32, 6, 161, 223, 323, 15544, 7772
INVAR-10, Run: 078, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 15363, 35, 35, 14382, 163, 29, 7, 163, 227, 327, 18504, 9252
INVAR-10, Run: 079, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 14156, 46, 46, 13175, 163, 31, 5, 163, 227, 327, 16722, 8361
INVAR-10, Run: 080, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 14946, 41, 41, 13989, 159, 35, 5, 159, 219, 319, 16338, 8169
INVAR-10, Run: 081, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13065, 41, 41, 12096, 161, 35, 3, 161, 223, 323, 16798, 8399
INVAR-10, Run: 082, P, 39, 0, 0, 0, 1, 0, 1, 0, 963, 963, 0, 0, 121, 321, 12837, 24, 24, 11874, 160, 32, 7, 160, 221, 321, 18182, 9091
INVAR-10, Run: 083, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 13723, 38, 38, 12742, 163, 31, 5, 163, 227, 327, 17114, 8557
INVAR-10, Run: 084, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 14680, 32, 32, 13705, 162, 32, 5, 162, 225, 325, 16134, 8067
INVAR-10, Run: 085, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 15805, 42, 42, 14806, 166, 27, 6, 166, 233, 333, 20594, 10297
INVAR-10, Run: 086, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 12016, 30, 30, 11029, 164, 31, 4, 164, 229, 329, 17280, 8640
INVAR-10, Run: 087, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 13424, 33, 33, 12455, 161, 27, 11, 161, 223, 323, 17544, 8772
INVAR-10, Run: 088, P, 36, 0, 0, 0, 1, 0, 1, 0, 981, 981, 0, 0, 127, 327, 13273, 38, 38, 12292, 163, 26, 10, 163, 227, 327, 18060, 9030
INVAR-10, Run: 089, P, 33, 0, 0, 0, 1, 0, 1, 0, 999, 999, 0, 0, 133, 333, 14955, 32, 32, 13956, 166, 23, 10, 166, 233, 333, 17856, 8928
INVAR-10, Run: 090, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 14138, 36, 36, 13169, 161, 30, 8, 161, 223, 323, 17530, 8765
INVAR-10, Run: 091, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 14425, 34, 34, 13468, 159, 33, 7, 159, 219, 319, 15400, 7700
INVAR-10, Run: 092, P, 41, 0, 0, 0, 1, 0, 1, 0, 951, 951, 0, 0, 117, 317, 13802, 42, 42, 12851, 158, 37, 4, 158, 217, 317, 16720, 8360
INVAR-10, Run: 093, P, 37, 0, 0, 0, 1, 0, 1, 0, 975, 975, 0, 0, 125, 325, 13904, 30, 30, 12929, 162, 28, 9, 162, 225, 325, 16738, 8369
INVAR-10, Run: 094, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 11618, 39, 39, 10661, 159, 26, 14, 159, 219, 319, 15944, 7972
INVAR-10, Run: 095, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 12752, 31, 31, 11795, 159, 35, 5, 159, 219, 319, 15772, 7886
INVAR-10, Run: 096, P, 32, 0, 0, 0, 1, 0, 1, 0, 1005, 1005, 0, 0, 135, 335, 15080, 43, 43, 14075, 167, 19, 13, 167, 235, 335, 15516, 7758
INVAR-10, Run: 097, P, 35, 0, 0, 0, 1, 0, 1, 0, 987, 987, 0, 0, 129, 329, 12889, 51, 51, 11902, 164, 24, 11, 164, 229, 329, 16966, 8483
INVAR-10, Run: 098, P, 40, 0, 0, 0, 1, 0, 1, 0, 957, 957, 0, 0, 119, 319, 11757, 40, 40, 10800, 159, 32, 8, 159, 219, 319, 13136, 6568
INVAR-10, Run: 099, P, 43, 0, 0, 0, 1, 0, 1, 0, 939, 939, 0, 0, 113, 313, 13562, 28, 28, 12623, 156, 33, 10, 156, 213, 313, 14166, 7083
INVAR-10, Run: 100, P, 38, 0, 0, 0, 1, 0, 1, 0, 969, 969, 0, 0, 123, 323, 11930, 31, 31, 10961, 161, 28, 10, 161, 223, 323, 18282, 9141
INVAR-2, Run: 001, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1929, 18, 18, 1656, 45, 7, 3, 45, 63, 91, 2008, 1004
INVAR-2, Run: 002, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1562, 6, 6, 1301, 43, 10, 2, 43, 59, 87, 1672, 836
INVAR-2, Run: 003, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1488, 14, 14, 1227, 43, 12, 0, 43, 59, 87, 2300, 1150
INVAR-2, Run: 004, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1441, 10, 10, 1180, 43, 9, 3, 43, 59, 87, 2568, 1284
INVAR-2, Run: 005, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1514, 9, 9, 1265, 41, 13, 1, 41, 55, 83, 2120, 1060
INVAR-2, Run: 006, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1502, 7, 7, 1253, 41, 13, 1, 41, 55, 83, 1794, 897
INVAR-2, Run: 007, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1515, 11, 11, 1254, 43, 12, 0, 43, 59, 87, 1798, 899
INVAR-2, Run: 008, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1878, 6, 6, 1611, 44, 9, 2, 44, 61, 89, 1898, 949
INVAR-2, Run: 009, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1431, 12, 12, 1188, 40, 14, 1, 40, 53, 81, 1574, 787
INVAR-2, Run: 010, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1682, 5, 5, 1433, 41, 13, 1, 41, 55, 83, 1860, 930
INVAR-2, Run: 011, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1171, 12, 12, 916, 42, 11, 2, 42, 57, 85, 1908, 954
INVAR-2, Run: 012, P, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1776, 15, 15, 1539, 39, 13, 3, 39, 51, 79, 1152, 576
INVAR-2, Run: 013, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1429, 11, 11, 1180, 41, 10, 4, 41, 55, 83, 2130, 1065
INVAR-2, Run: 014, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1460, 5, 5, 1199, 43, 10, 2, 43, 59, 87, 2044, 1022
INVAR-2, Run: 015, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1404, 5, 5, 1161, 40, 11, 4, 40, 53, 81, 1766, 883
INVAR-2, Run: 016, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1432, 5, 5, 1189, 40, 11, 4, 40, 53, 81, 2602, 1301
INVAR-2, Run: 017, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1386, 10, 10, 1137, 41, 11, 3, 41, 55, 83, 1666, 833
INVAR-2, Run: 018, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1273, 11, 11, 1024, 41, 9, 5, 41, 55, 83, 2400, 1200
INVAR-2, Run: 019, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1282, 11, 11, 1033, 41, 12, 2, 41, 55, 83, 1810, 905
INVAR-2, Run: 020, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1424, 8, 8, 1175, 41, 12, 2, 41, 55, 83, 1578, 789
INVAR-2, Run: 021, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1554, 12, 12, 1305, 41, 11, 3, 41, 55, 83, 1730, 865
INVAR-2, Run: 022, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1390, 10, 10, 1135, 42, 9, 4, 42, 57, 85, 1764, 882
INVAR-2, Run: 023, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1508, 17, 17, 1253, 42, 12, 1, 42, 57, 85, 2152, 1076
INVAR-2, Run: 024, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1325, 14, 14, 1082, 40, 13, 2, 40, 53, 81, 1492, 746
INVAR-2, Run: 025, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1711, 10, 10, 1450, 43, 7, 5, 43, 59, 87, 1660, 830
INVAR-2, Run: 026, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1627, 16, 16, 1360, 44, 9, 2, 44, 61, 89, 2352, 1176
INVAR-2, Run: 027, P, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0, 23, 79, 1380, 14, 14, 1143, 39, 9, 7, 39, 51, 79, 1530, 765
INVAR-2, Run: 028, P, 8, 0, 0, 0, 1, 0, 1, 0, 285, 285, 0, 0, 39, 95, 1943, 20, 20, 1658, 47, 5, 3, 47, 67, 95, 2024, 1012
INVAR-2, Run: 029, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1541, 9, 9, 1298, 40, 11, 4, 40, 53, 81, 1258, 629
INVAR-2, Run: 030, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1792, 14, 14, 1543, 41, 12, 2, 41, 55, 83, 1408, 704
INVAR-2, Run: 031, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1699, 8, 8, 1432, 44, 10, 1, 44, 61, 89, 1818, 909
INVAR-2, Run: 032, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1847, 13, 13, 1580, 44, 7, 4, 44, 61, 89, 2270, 1135
INVAR-2, Run: 033, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1861, 6, 6, 1612, 41, 13, 1, 41, 55, 83, 2074, 1037
INVAR-2, Run: 034, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1378, 12, 12, 1123, 42, 10, 3, 42, 57, 85, 1934, 967
INVAR-2, Run: 035, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1437, 10, 10, 1188, 41, 11, 3, 41, 55, 83, 1532, 766
INVAR-2, Run: 036, P, 18, 0, 0, 0, 1, 0, 1, 0, 225, 225, 0, 0, 19, 75, 1055, 5, 5, 830, 37, 14, 4, 37, 47, 75, 938, 469
INVAR-2, Run: 037, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1696, 13, 13, 1435, 43, 8, 4, 43, 59, 87, 1364, 682
INVAR-2, Run: 038, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1765, 2, 2, 1504, 43, 9, 3, 43, 59, 87, 2602, 1301
INVAR-2, Run: 039, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1662, 9, 9, 1407, 42, 10, 3, 42, 57, 85, 1802, 901
INVAR-2, Run: 040, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1546, 11, 11, 1297, 41, 11, 3, 41, 55, 83, 2420, 1210
INVAR-2, Run: 041, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1853, 16, 16, 1592, 43, 8, 4, 43, 59, 87, 2060, 1030
INVAR-2, Run: 042, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1525, 7, 7, 1270, 42, 11, 2, 42, 57, 85, 1872, 936
INVAR-2, Run: 043, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1318, 20, 20, 1075, 40, 12, 3, 40, 53, 81, 1448, 724
INVAR-2, Run: 044, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1738, 13, 13, 1471, 44, 6, 5, 44, 61, 89, 1844, 922
INVAR-2, Run: 045, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1515, 10, 10, 1254, 43, 11, 1, 43, 59, 87, 2252, 1126
INVAR-2, Run: 046, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1860, 11, 11, 1599, 43, 11, 1, 43, 59, 87, 2408, 1204
INVAR-2, Run: 047, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 2019, 11, 11, 1758, 43, 7, 5, 43, 59, 87, 2002, 1001
INVAR-2, Run: 048, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1347, 6, 6, 1098, 41, 11, 3, 41, 55, 83, 1802, 901
INVAR-2, Run: 049, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1499, 13, 13, 1238, 43, 11, 1, 43, 59, 87, 1782, 891
INVAR-2, Run: 050, P, 9, 0, 0, 0, 1, 0, 1, 0, 279, 279, 0, 0, 37, 93, 2045, 15, 15, 1766, 46, 8, 1, 46, 65, 93, 2438, 1219
INVAR-2, Run: 051, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1307, 16, 16, 1046, 43, 8, 4, 43, 59, 87, 1604, 802
INVAR-2, Run: 052, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1498, 3, 3, 1237, 43, 11, 1, 43, 59, 87, 2192, 1096
INVAR-2, Run: 053, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 2013, 11, 11, 1740, 45, 6, 4, 45, 63, 91, 2636, 1318
INVAR-2, Run: 054, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1725, 1, 1, 1464, 43, 11, 1, 43, 59, 87, 2408, 1204
INVAR-2, Run: 055, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1416, 14, 14, 1161, 42, 12, 1, 42, 57, 85, 1660, 830
INVAR-2, Run: 056, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1554, 8, 8, 1299, 42, 12, 1, 42, 57, 85, 1362, 681
INVAR-2, Run: 057, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1533, 11, 11, 1278, 42, 11, 2, 42, 57, 85, 1884, 942
INVAR-2, Run: 058, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1342, 9, 9, 1099, 40, 11, 4, 40, 53, 81, 1376, 688
INVAR-2, Run: 059, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1710, 14, 14, 1443, 44, 9, 2, 44, 61, 89, 2408, 1204
INVAR-2, Run: 060, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1759, 14, 14, 1504, 42, 11, 2, 42, 57, 85, 2100, 1050
INVAR-2, Run: 061, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1428, 9, 9, 1185, 40, 11, 4, 40, 53, 81, 1796, 898
INVAR-2, Run: 062, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1688, 8, 8, 1433, 42, 11, 2, 42, 57, 85, 1838, 919
INVAR-2, Run: 063, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1723, 9, 9, 1456, 44, 8, 3, 44, 61, 89, 2414, 1207
INVAR-2, Run: 064, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1497, 9, 9, 1242, 42, 9, 4, 42, 57, 85, 1442, 721
INVAR-2, Run: 065, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1706, 14, 14, 1457, 41, 11, 3, 41, 55, 83, 2030, 1015
INVAR-2, Run: 066, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1820, 15, 15, 1559, 43, 11, 1, 43, 59, 87, 2542, 1271
INVAR-2, Run: 067, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1786, 13, 13, 1519, 44, 9, 2, 44, 61, 89, 2264, 1132
INVAR-2, Run: 068, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1664, 8, 8, 1391, 45, 9, 1, 45, 63, 91, 2380, 1190
INVAR-2, Run: 069, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1284, 10, 10, 1017, 44, 10, 1, 44, 61, 89, 2354, 1177
INVAR-2, Run: 070, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1604, 11, 11, 1361, 40, 12, 3, 40, 53, 81, 1476, 738
INVAR-2, Run: 071, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1917, 16, 16, 1644, 45, 8, 2, 45, 63, 91, 2042, 1021
INVAR-2, Run: 072, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1304, 8, 8, 1055, 41, 9, 5, 41, 55, 83, 1950, 975
INVAR-2, Run: 073, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1582, 13, 13, 1315, 44, 8, 3, 44, 61, 89, 1926, 963
INVAR-2, Run: 074, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1878, 12, 12, 1611, 44, 9, 2, 44, 61, 89, 2016, 1008
INVAR-2, Run: 075, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1309, 11, 11, 1066, 40, 13, 2, 40, 53, 81, 1568, 784
INVAR-2, Run: 076, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0, 25, 81, 1325, 9, 9, 1082, 40, 13, 2, 40, 53, 81, 1542, 771
INVAR-2, Run: 077, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1914, 11, 11, 1653, 43, 12, 0, 43, 59, 87, 2614, 1307
INVAR-2, Run: 078, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1966, 11, 11, 1705, 43, 10, 2, 43, 59, 87, 1866, 933
INVAR-2, Run: 079, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1438, 15, 15, 1189, 41, 10, 4, 41, 55, 83, 1996, 998
INVAR-2, Run: 080, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1321, 8, 8, 1072, 41, 9, 5, 41, 55, 83, 1964, 982
INVAR-2, Run: 081, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0, 27, 83, 1663, 9, 9, 1414, 41, 11, 3, 41, 55, 83, 2894, 1447
INVAR-2, Run: 082, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1747, 9, 9, 1480, 44, 8, 3, 44, 61, 89, 2054, 1027
INVAR-2, Run: 083, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1410, 9, 9, 1149, 43, 7, 5, 43, 59, 87, 2348, 1174
INVAR-2, Run: 084, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1486, 12, 12, 1225, 43, 12, 0, 43, 59, 87, 2092, 1046
INVAR-2, Run: 085, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0, 31, 87, 1799, 10, 10, 1538, 43, 10, 2, 43, 59, 87, 2062, 1031
INVAR-2, Run: 086, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0, 33, 89, 1884, 12, 12, 1617, 44, 8, 3, 44, 61, 89, 1890, 945
INVAR-2, Run: 087, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0, 29, 85, 1300, 11, 11, 1045, 42, 10, 3, 42, 57, 85, 1790, 895
INVAR-2, Run: 088, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0, 35, 91, 1978, 8, 8, 1705, 45, 8, 2, 45, 63, 91, 2462, 1231
