Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-4, Run: 025, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 402, 17, 17, 281, 19, 10, 9, 19, 16, 39, 314, 155
INVAR-4, Run: 026, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 604, 17, 17, 483, 19, 15, 4, 19, 16, 39, 334, 165
INVAR-4, Run: 027, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 591, 9, 9, 471, 19, 16, 3, 19, 17, 39, 183, 90
INVAR-4, Run: 028, F, 0, 1, 0, 1, 0, 1, 0, 125, 125, 0, 0, 19, 7, 39, 564, 9, 9, 439, 19, 16, 3, 19, 12, 39, 240, 116
INVAR-4, Run: 029, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 425, 15, 15, 302, 19, 14, 5, 19, 14, 39, 276, 135
INVAR-4, Run: 030, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 663, 17, 17, 543, 19, 12, 7, 19, 17, 39, 189, 93
INVAR-4, Run: 031, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 477, 10, 10, 355, 19, 9, 10, 19, 15, 39, 259, 127
INVAR-4, Run: 032, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 483, 9, 9, 362, 19, 16, 3, 19, 16, 39, 224, 110
INVAR-4, Run: 033, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 668, 19, 19, 548, 19, 12, 7, 19, 17, 39, 385, 191
INVAR-4, Run: 034, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 485, 11, 11, 363, 19, 11, 8, 19, 15, 39, 163, 79
INVAR-4, Run: 035, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 400, 11, 11, 279, 19, 14, 5, 19, 16, 39, 330, 163
INVAR-4, Run: 036, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 627, 15, 15, 505, 19, 11, 8, 19, 15, 39, 213, 104
INVAR-4, Run: 037, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 410, 16, 16, 291, 19, 7, 12, 19, 18, 39, 308, 153
INVAR-4, Run: 038, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 577, 14, 14, 454, 19, 14, 5, 19, 14, 39, 118, 56
INVAR-4, Run: 039, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 649, 21, 21, 529, 19, 12, 7, 19, 17, 39, 231, 114
INVAR-4, Run: 040, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 609, 15, 15, 486, 19, 14, 5, 19, 14, 39, 334, 164
INVAR-4, Run: 041, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 573, 14, 14, 450, 19, 10, 9, 19, 14, 39, 224, 109
INVAR-4, Run: 042, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 413, 13, 13, 291, 19, 14, 5, 19, 15, 39, 227, 111
INVAR-4, Run: 043, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 449, 12, 12, 328, 19, 15, 4, 19, 16, 39, 296, 146
INVAR-4, Run: 044, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 752, 10, 10, 631, 19, 14, 5, 19, 16, 39, 284, 140
INVAR-4, Run: 045, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 373, 13, 13, 251, 19, 10, 9, 19, 15, 39, 357, 176
INVAR-4, Run: 046, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 561, 7, 7, 440, 19, 11, 8, 19, 16, 39, 558, 277
INVAR-4, Run: 047, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 555, 6, 6, 434, 19, 9, 10, 19, 16, 39, 268, 132
INVAR-4, Run: 048, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 680, 8, 8, 558, 19, 15, 4, 19, 15, 39, 193, 94
INVAR-4, Run: 049, F, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19, 6, 39, 626, 20, 20, 502, 19, 14, 5, 19, 13, 39, 345, 169
INVAR-4, Run: 050, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 578, 15, 15, 457, 19, 17, 2, 19, 16, 39, 218, 107
INVAR-4, Run: 051, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 428, 12, 12, 308, 19, 16, 3, 19, 17, 39, 331, 164
INVAR-4, Run: 052, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 501, 12, 12, 380, 19, 12, 7, 19, 16, 39, 216, 106
INVAR-4, Run: 053, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 410, 5, 5, 288, 19, 15, 4, 19, 15, 39, 275, 135
INVAR-4, Run: 054, F, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19, 6, 39, 735, 19, 19, 611, 19, 13, 6, 19, 13, 39, 171, 82
INVAR-4, Run: 055, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19, 0, 39, 479, 14, 14, 361, 19, 14, 5, 19, 19, 39, 101, 50
INVAR-4, Run: 056, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 921, 7, 7, 800, 19, 14, 5, 19, 16, 39, 228, 112
INVAR-4, Run: 057, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 368, 11, 11, 247, 19, 12, 7, 19, 16, 39, 230, 113
INVAR-4, Run: 058, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 639, 7, 7, 517, 19, 12, 7, 19, 15, 39, 249, 122
INVAR-4, Run: 059, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 564, 17, 17, 443, 19, 13, 6, 19, 16, 39, 382, 189
INVAR-4, Run: 060, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19, 0, 39, 517, 17, 17, 399, 19, 17, 2, 19, 19, 39, 201, 100
INVAR-4, Run: 061, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 666, 25, 25, 544, 19, 13, 6, 19, 15, 39, 241, 118
INVAR-4, Run: 062, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 899, 18, 18, 778, 19, 16, 3, 19, 16, 39, 244, 120
INVAR-4, Run: 063, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 346, 18, 18, 226, 19, 10, 9, 19, 17, 39, 175, 86
INVAR-4, Run: 064, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 615, 6, 6, 493, 19, 13, 6, 19, 15, 39, 259, 127
INVAR-4, Run: 065, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 1129, 35, 35, 1008, 19, 15, 4, 19, 16, 39, 226, 111
INVAR-4, Run: 066, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 519, 7, 7, 399, 19, 12, 7, 19, 17, 39, 193, 95
INVAR-4, Run: 067, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 550, 12, 12, 428, 19, 11, 8, 19, 15, 39, 409, 202
INVAR-4, Run: 068, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 419, 12, 12, 298, 19, 17, 2, 19, 16, 39, 298, 147
INVAR-4, Run: 069, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 447, 11, 11, 325, 19, 14, 5, 19, 15, 39, 275, 135
INVAR-4, Run: 070, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 657, 13, 13, 538, 19, 15, 4, 19, 18, 39, 376, 187
INVAR-4, Run: 071, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 523, 20, 20, 403, 19, 11, 8, 19, 17, 39, 165, 81
INVAR-4, Run: 072, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 656, 15, 15, 537, 19, 15, 4, 19, 18, 39, 452, 225
INVAR-4, Run: 073, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 367, 9, 9, 246, 19, 15, 4, 19, 16, 39, 196, 96
INVAR-4, Run: 074, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 418, 9, 9, 297, 19, 16, 3, 19, 16, 39, 254, 125
INVAR-4, Run: 075, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 417, 13, 13, 295, 19, 12, 7, 19, 15, 39, 387, 191
INVAR-4, Run: 076, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 503, 18, 18, 384, 19, 12, 7, 19, 18, 39, 226, 112
INVAR-4, Run: 077, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 280, 14, 14, 159, 19, 8, 11, 19, 16, 39, 222, 109
INVAR-4, Run: 078, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 436, 18, 18, 317, 19, 16, 3, 19, 18, 39, 174, 86
INVAR-4, Run: 079, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19, 0, 39, 614, 8, 8, 496, 19, 12, 7, 19, 19, 39, 301, 150
INVAR-4, Run: 080, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 542, 13, 13, 421, 19, 13, 6, 19, 16, 39, 494, 245
INVAR-4, Run: 081, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 387, 4, 4, 266, 19, 12, 7, 19, 16, 39, 180, 88
INVAR-4, Run: 082, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 570, 8, 8, 449, 19, 12, 7, 19, 16, 39, 290, 143
INVAR-4, Run: 083, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 573, 16, 16, 452, 19, 11, 8, 19, 16, 39, 208, 102
INVAR-4, Run: 084, F, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19, 2, 39, 515, 11, 11, 395, 19, 13, 6, 19, 17, 39, 409, 203
INVAR-4, Run: 085, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 405, 18, 18, 286, 19, 13, 6, 19, 18, 39, 424, 211
INVAR-4, Run: 086, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 706, 12, 12, 583, 19, 10, 9, 19, 14, 39, 196, 95
INVAR-4, Run: 087, F, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19, 6, 39, 510, 15, 15, 386, 19, 15, 4, 19, 13, 39, 475, 234
INVAR-4, Run: 088, F, 0, 1, 0, 1, 0, 1, 0, 125, 125, 0, 0, 19, 7, 39, 533, 12, 12, 408, 19, 10, 9, 19, 12, 39, 248, 120
INVAR-4, Run: 089, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 495, 11, 11, 376, 19, 16, 3, 19, 18, 39, 256, 127
INVAR-4, Run: 090, F, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19, 6, 39, 444, 9, 9, 320, 19, 14, 5, 19, 13, 39, 115, 54
INVAR-4, Run: 091, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 445, 16, 16, 324, 19, 11, 8, 19, 16, 39, 148, 72
INVAR-4, Run: 092, F, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19, 5, 39, 583, 17, 17, 460, 19, 8, 11, 19, 14, 39, 208, 101
INVAR-4, Run: 093, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 518, 14, 14, 397, 19, 15, 4, 19, 16, 39, 206, 101
INVAR-4, Run: 094, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 306, 29, 29, 184, 19, 7, 12, 19, 15, 39, 205, 100
INVAR-4, Run: 095, F, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19, 3, 39, 484, 15, 15, 363, 19, 9, 10, 19, 16, 39, 228, 112
INVAR-4, Run: 096, F, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19, 1, 39, 563, 18, 18, 444, 19, 13, 6, 19, 18, 39, 372, 185
INVAR-4, Run: 097, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 629, 11, 11, 507, 19, 15, 4, 19, 15, 39, 175, 85
INVAR-4, Run: 098, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19, 0, 39, 433, 18, 18, 315, 19, 12, 7, 19, 19, 39, 179, 89
INVAR-4, Run: 099, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 495, 15, 15, 373, 19, 13, 6, 19, 15, 39, 281, 138
INVAR-4, Run: 100, F, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19, 4, 39, 738, 13, 13, 616, 19, 10, 9, 19, 15, 39, 305, 150
INVAR-5, Run: 001, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 643, 18, 18, 480, 26, 20, 6, 26, 23, 53, 570, 283
INVAR-5, Run: 002, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 646, 19, 19, 484, 26, 18, 8, 26, 24, 53, 281, 139
INVAR-5, Run: 003, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 855, 8, 8, 692, 26, 21, 5, 26, 23, 53, 568, 282
INVAR-5, Run: 004, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 644, 24, 24, 481, 26, 16, 10, 26, 23, 53, 522, 259
INVAR-5, Run: 005, F, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26, 1, 53, 850, 23, 23, 689, 26, 18, 8, 26, 25, 53, 294, 146
INVAR-5, Run: 006, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1159, 24, 24, 995, 26, 20, 6, 26, 22, 53, 511, 253
INVAR-5, Run: 007, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 722, 20, 20, 557, 26, 20, 6, 26, 21, 53, 398, 196
INVAR-5, Run: 008, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 948, 18, 18, 785, 26, 13, 13, 26, 23, 53, 396, 196
INVAR-5, Run: 009, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 703, 13, 13, 540, 26, 12, 14, 26, 23, 53, 398, 197
INVAR-5, Run: 010, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 920, 13, 13, 755, 26, 18, 8, 26, 21, 53, 284, 139
INVAR-5, Run: 011, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 807, 23, 23, 643, 26, 19, 7, 26, 22, 53, 271, 133
INVAR-5, Run: 012, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 975, 15, 15, 810, 26, 17, 9, 26, 21, 53, 312, 153
INVAR-5, Run: 013, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 675, 20, 20, 511, 26, 19, 7, 26, 22, 53, 319, 157
INVAR-5, Run: 014, F, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26, 7, 53, 693, 24, 24, 526, 26, 18, 8, 26, 19, 53, 408, 200
INVAR-5, Run: 015, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 738, 13, 13, 575, 26, 20, 6, 26, 23, 53, 382, 189
INVAR-5, Run: 016, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1002, 17, 17, 838, 26, 14, 12, 26, 22, 53, 225, 110
INVAR-5, Run: 017, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 720, 15, 15, 558, 26, 18, 8, 26, 24, 53, 493, 245
INVAR-5, Run: 018, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 555, 12, 12, 390, 26, 20, 6, 26, 21, 53, 312, 153
INVAR-5, Run: 019, F, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26, 1, 53, 878, 15, 15, 717, 26, 15, 11, 26, 25, 53, 758, 378
INVAR-5, Run: 020, F, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26, 6, 53, 600, 19, 19, 434, 26, 17, 9, 26, 20, 53, 369, 181
INVAR-5, Run: 021, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 886, 17, 17, 721, 26, 15, 11, 26, 21, 53, 354, 174
INVAR-5, Run: 022, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 1638, 22, 22, 1473, 26, 19, 7, 26, 21, 53, 344, 169
INVAR-5, Run: 023, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 759, 23, 23, 594, 26, 14, 12, 26, 21, 53, 572, 283
INVAR-5, Run: 024, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 615, 16, 16, 452, 26, 15, 11, 26, 23, 53, 476, 236
INVAR-5, Run: 025, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 722, 14, 14, 559, 26, 18, 8, 26, 23, 53, 616, 306
INVAR-5, Run: 026, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1000, 23, 23, 836, 26, 17, 9, 26, 22, 53, 443, 219
INVAR-5, Run: 027, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 1074, 23, 23, 909, 26, 19, 7, 26, 21, 53, 430, 212
INVAR-5, Run: 028, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 781, 19, 19, 618, 26, 15, 11, 26, 23, 53, 472, 234
INVAR-5, Run: 029, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 563, 28, 28, 398, 26, 11, 15, 26, 21, 53, 484, 239
INVAR-5, Run: 030, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 827, 22, 22, 663, 26, 22, 4, 26, 22, 53, 643, 319
INVAR-5, Run: 031, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1018, 25, 25, 854, 26, 13, 13, 26, 22, 53, 485, 240
INVAR-5, Run: 032, P, 0, 1, 0, 1, 0, 1, 0, 160, 160, 0, 0, 26, 0, 53, 865, 19, 19, 705, 26, 20, 6, 26, 26, 53, 443, 221
INVAR-5, Run: 033, F, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26, 6, 53, 511, 18, 18, 345, 26, 17, 9, 26, 20, 53, 351, 172
INVAR-5, Run: 034, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 604, 23, 23, 442, 26, 15, 11, 26, 24, 53, 255, 126
INVAR-5, Run: 035, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 763, 18, 18, 598, 26, 19, 7, 26, 21, 53, 358, 176
INVAR-5, Run: 036, F, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26, 7, 53, 1052, 33, 33, 885, 26, 12, 14, 26, 19, 53, 352, 172
INVAR-5, Run: 037, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 842, 18, 18, 679, 26, 16, 10, 26, 23, 53, 300, 148
INVAR-5, Run: 038, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 779, 24, 24, 615, 26, 13, 13, 26, 22, 53, 589, 292
INVAR-5, Run: 039, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 729, 14, 14, 565, 26, 20, 6, 26, 22, 53, 465, 230
INVAR-5, Run: 040, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 601, 24, 24, 436, 26, 18, 8, 26, 21, 53, 460, 227
INVAR-5, Run: 041, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 1024, 23, 23, 861, 26, 14, 12, 26, 23, 53, 420, 208
INVAR-5, Run: 042, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 656, 17, 17, 493, 26, 15, 11, 26, 23, 53, 304, 150
INVAR-5, Run: 043, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1012, 20, 20, 848, 26, 17, 9, 26, 22, 53, 539, 267
INVAR-5, Run: 044, P, 0, 1, 0, 1, 0, 1, 0, 160, 160, 0, 0, 26, 0, 53, 975, 16, 16, 815, 26, 14, 12, 26, 26, 53, 305, 152
INVAR-5, Run: 045, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 861, 20, 20, 699, 26, 18, 8, 26, 24, 53, 403, 200
INVAR-5, Run: 046, F, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26, 7, 53, 1153, 23, 23, 986, 26, 20, 6, 26, 19, 53, 496, 244
INVAR-5, Run: 047, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 926, 32, 32, 763, 26, 15, 11, 26, 23, 53, 404, 200
INVAR-5, Run: 048, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 1108, 11, 11, 944, 26, 19, 7, 26, 22, 53, 255, 125
INVAR-5, Run: 049, P, 0, 1, 0, 1, 0, 1, 0, 160, 160, 0, 0, 26, 0, 53, 772, 16, 16, 612, 26, 16, 10, 26, 26, 53, 257, 128
INVAR-5, Run: 050, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 658, 23, 23, 496, 26, 14, 12, 26, 24, 53, 553, 275
INVAR-5, Run: 051, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 822, 19, 19, 659, 26, 15, 11, 26, 23, 53, 352, 174
INVAR-5, Run: 052, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 919, 14, 14, 755, 26, 17, 9, 26, 22, 53, 475, 235
INVAR-5, Run: 053, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 660, 18, 18, 496, 26, 14, 12, 26, 22, 53, 397, 196
INVAR-5, Run: 054, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 975, 13, 13, 812, 26, 16, 10, 26, 23, 53, 488, 242
INVAR-5, Run: 055, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 649, 12, 12, 486, 26, 17, 9, 26, 23, 53, 396, 196
INVAR-5, Run: 056, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 916, 18, 18, 753, 26, 14, 12, 26, 23, 53, 464, 230
INVAR-5, Run: 057, F, 0, 1, 0, 1, 0, 1, 0, 169, 169, 0, 0, 26, 9, 53, 1092, 21, 21, 923, 26, 18, 8, 26, 17, 53, 310, 150
INVAR-5, Run: 058, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 778, 25, 25, 615, 26, 16, 10, 26, 23, 53, 240, 118
INVAR-5, Run: 059, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 656, 19, 19, 492, 26, 16, 10, 26, 22, 53, 579, 287
INVAR-5, Run: 060, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 639, 11, 11, 475, 26, 16, 10, 26, 22, 53, 525, 260
INVAR-5, Run: 061, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 617, 22, 22, 455, 26, 17, 9, 26, 24, 53, 423, 210
INVAR-5, Run: 062, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 564, 12, 12, 400, 26, 21, 5, 26, 22, 53, 569, 282
INVAR-5, Run: 063, F, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26, 5, 53, 1131, 19, 19, 966, 26, 16, 10, 26, 21, 53, 374, 184
INVAR-5, Run: 064, F, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26, 4, 53, 846, 27, 27, 682, 26, 18, 8, 26, 22, 53, 391, 193
INVAR-5, Run: 065, F, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26, 6, 53, 659, 16, 16, 493, 26, 16, 10, 26, 20, 53, 369, 181
INVAR-5, Run: 066, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 949, 21, 21, 787, 26, 20, 6, 26, 24, 53, 615, 306
INVAR-5, Run: 067, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 676, 22, 22, 514, 26, 16, 10, 26, 24, 53, 549, 273
INVAR-5, Run: 068, F, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26, 7, 53, 897, 20, 20, 730, 26, 15, 11, 26, 19, 53, 374, 183
INVAR-5, Run: 069, F, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26, 2, 53, 877, 23, 23, 715, 26, 14, 12, 26, 24, 53, 443, 220
INVAR-5, Run: 070, F, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26, 6, 53, 855, 17, 17, 689, 26, 18, 8, 26, 20, 53, 277, 135
INVAR-5, Run: 071, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 668, 14, 14, 505, 26, 18, 8, 26, 23, 53, 314, 155
INVAR-5, Run: 072, F, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26, 3, 53, 675, 19, 19, 512, 26, 20, 6, 26, 23, 53, 644, 320
