Input Number, Run_Number, Result@ 100, an, Leaderag, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, ar, X1uABab, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 022, P, 0, 86, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 14, 0, 0, 1, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 197, 99, 1, 0, 99, 0, 1, 5, 0, 8, 2, 3, 1, 195, 5, 0, 30, 5, 36, 6, 1, 1, 0, 100, 0, 0, 168, 44, 183, 59, 15, 0, 0, 18, 0, 13, 5, 14, 6, 1, 198, 2, 0, 13, 5, 3, 15, 3, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 023, P, 0, 81, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 1, 100, 195, 99, 1, 0, 99, 0, 0, 0, 0, 2, 1, 5, 1, 199, 1, 0, 19, 8, 21, 9, 1, 1, 0, 100, 0, 0, 284, 65, 304, 85, 20, 0, 0, 6, 0, 35, 9, 36, 10, 1, 196, 4, 0, 0, 1, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 317, 1, 0, 0, 0, 0, 2, 1, 4, 1, 2, 1
INVAR-10, Run: 024, P, 0, 77, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 194, 96, 4, 0, 99, 1, 0, 7, 2, 13, 3, 6, 1, 195, 5, 0, 9, 1, 15, 2, 1, 1, 0, 100, 0, 0, 287, 65, 311, 89, 24, 0, 0, 18, 0, 33, 13, 34, 14, 1, 197, 3, 0, 21, 4, 3, 25, 4, 1, 1, 1, 1, 1, 0, 0, 25, 0, 199, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 211, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 025, P, 0, 80, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 601, 0, 0, 0, 0, 0, 0, 0, 0, 100, 195, 100, 0, 0, 96, 3, 0, 0, 0, 4, 1, 5, 1, 192, 8, 0, 17, 1, 26, 2, 1, 1, 0, 100, 0, 0, 204, 34, 225, 55, 21, 0, 0, 7, 0, 35, 2, 36, 3, 1, 196, 4, 0, 16, 2, 4, 21, 5, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 282, 0, 0, 0, 0, 0, 17, 3, 17, 1, 3, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 200, 200, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 97, 3, 0, 100, 0, 0, 11, 3, 15, 4, 5, 1, 196, 4, 0, 60, 15, 65, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 027, P, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 199, 96, 4, 0, 99, 1, 0, 31, 8, 37, 9, 1, 1, 195, 5, 0, 10, 2, 16, 3, 1, 1, 0, 100, 0, 0, 130, 25, 141, 36, 11, 0, 0, 5, 0, 9, 1, 10, 2, 1, 197, 2, 1, 4, 3, 2, 8, 4, 1, 1, 1, 1, 1, 0, 0, 7, 0, 303, 4, 1, 0, 0, 0, 0, 0, 0, 4, 15, 3, 21, 5, 1, 0, 0, 0, 293, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 028, P, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 198, 96, 4, 0, 96, 4, 0, 5, 1, 14, 2, 2, 1, 198, 2, 0, 7, 1, 10, 2, 1, 1, 0, 100, 0, 0, 114, 26, 124, 36, 10, 0, 0, 25, 0, 5, 1, 6, 2, 1, 195, 5, 0, 5, 4, 1, 11, 2, 1, 1, 1, 1, 1, 0, 0, 28, 0, 303, 1, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 9, 4, 1, 0, 0, 0, 297, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 029, P, 0, 80, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 197, 98, 1, 1, 100, 0, 0, 23, 2, 26, 4, 3, 1, 197, 3, 0, 5, 0, 9, 1, 1, 1, 0, 100, 0, 0, 266, 50, 287, 71, 21, 0, 0, 10, 0, 27, 7, 28, 8, 1, 195, 5, 0, 27, 3, 6, 33, 7, 1, 1, 1, 1, 1, 0, 0, 14, 0, 297, 1, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 8, 0, 0, 0, 0, 0, 303, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 030, P, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 195, 99, 1, 0, 97, 3, 0, 2, 1, 7, 2, 3, 1, 198, 2, 0, 20, 7, 23, 8, 1, 1, 2, 100, 0, 0, 277, 56, 287, 66, 10, 0, 0, 16, 0, 18, 3, 19, 4, 1, 196, 4, 0, 14, 4, 2, 19, 3, 1, 1, 1, 1, 1, 0, 0, 22, 0, 306, 2, 0, 0, 0, 0, 0, 0, 0, 7, 15, 0, 18, 1, 1, 0, 0, 0, 293, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 031, P, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 1, 600, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 196, 98, 2, 0, 95, 5, 0, 3, 2, 11, 3, 3, 1, 192, 8, 0, 24, 9, 33, 10, 1, 1, 1, 100, 0, 0, 173, 48, 183, 58, 10, 0, 0, 33, 0, 3, 0, 4, 1, 1, 198, 2, 0, 8, 9, 2, 11, 2, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 032, P, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 197, 97, 3, 0, 100, 0, 0, 8, 2, 12, 3, 3, 1, 196, 4, 0, 16, 11, 21, 12, 1, 1, 0, 100, 0, 0, 298, 74, 320, 96, 22, 0, 0, 8, 0, 41, 11, 42, 12, 1, 196, 3, 0, 1, 3, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 12, 0, 313, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 5, 1, 1, 0, 0, 0, 283, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 033, P, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 195, 98, 2, 0, 99, 1, 0, 14, 1, 18, 2, 5, 1, 194, 6, 0, 2, 3, 9, 4, 1, 1, 0, 100, 0, 0, 165, 40, 176, 51, 11, 0, 0, 33, 0, 15, 1, 16, 2, 1, 199, 1, 0, 3, 12, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 39, 0, 301, 3, 0, 0, 0, 0, 0, 0, 0, 13, 7, 2, 11, 3, 1, 0, 0, 0, 297, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 034, P, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 195, 98, 2, 0, 99, 1, 0, 6, 1, 10, 2, 5, 1, 190, 10, 0, 5, 0, 16, 1, 1, 1, 0, 100, 0, 0, 213, 52, 229, 68, 16, 0, 0, 10, 0, 16, 3, 17, 4, 1, 193, 7, 0, 12, 1, 0, 20, 1, 1, 1, 1, 1, 1, 0, 0, 16, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 1, 8, 2, 1, 0, 0, 0, 313, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 035, P, 0, 93, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 601, 0, 0, 0, 0, 0, 0, 0, 0, 100, 199, 100, 0, 0, 98, 1, 0, 1, 0, 3, 1, 1, 1, 196, 4, 0, 10, 2, 15, 3, 1, 1, 0, 100, 0, 0, 111, 19, 119, 27, 8, 0, 0, 11, 0, 2, 0, 3, 1, 1, 198, 2, 0, 18, 3, 8, 21, 9, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 308, 4, 0, 0, 0, 0, 10, 0, 14, 1, 0, 0
INVAR-10, Run: 036, P, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 197, 98, 2, 0, 97, 2, 1, 5, 0, 11, 2, 3, 1, 198, 2, 0, 10, 5, 13, 6, 1, 1, 0, 100, 0, 0, 160, 52, 173, 65, 13, 0, 0, 19, 0, 7, 1, 8, 2, 1, 192, 2, 0, 1, 4, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 23, 0, 277, 4, 0, 0, 0, 0, 0, 0, 0, 5, 12, 3, 17, 4, 1, 0, 0, 0, 302, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 037, P, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 196, 99, 1, 0, 99, 1, 0, 3, 2, 6, 3, 4, 1, 197, 2, 1, 1, 0, 5, 2, 1, 1, 0, 100, 0, 0, 330, 81, 353, 104, 23, 0, 0, 3, 0, 48, 10, 49, 11, 1, 199, 1, 0, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 8, 0, 308, 3, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 10, 2, 1, 0, 0, 0, 290, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 038, P, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 195, 97, 3, 0, 97, 2, 1, 38, 11, 45, 13, 5, 1, 198, 2, 0, 3, 1, 6, 2, 1, 1, 0, 100, 0, 0, 286, 73, 311, 98, 25, 0, 0, 13, 0, 42, 7, 43, 8, 1, 198, 2, 0, 5, 4, 3, 8, 4, 1, 1, 1, 1, 1, 0, 0, 19, 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 3, 1, 1, 0, 0, 0, 303, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 039, P, 0, 78, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100, 192, 97, 3, 0, 100, 0, 0, 4, 2, 8, 3, 7, 1, 198, 2, 0, 13, 2, 16, 3, 1, 1, 1, 100, 0, 0, 235, 63, 258, 86, 23, 0, 0, 21, 0, 37, 9, 38, 10, 1, 199, 1, 0, 13, 4, 2, 15, 3, 1, 1, 1, 1, 1, 0, 0, 30, 0, 302, 6, 0, 0, 0, 0, 0, 0, 0, 6, 10, 1, 17, 1, 0, 0, 0, 0, 293, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 040, P, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 197, 99, 1, 0, 97, 3, 0, 16, 5, 21, 6, 2, 1, 195, 4, 1, 21, 8, 27, 10, 1, 1, 1, 99, 1, 0, 143, 31, 156, 43, 12, 0, 0, 1, 0, 12, 3, 13, 4, 1, 197, 3, 0, 6, 3, 2, 10, 3, 1, 1, 1, 1, 1, 0, 0, 5, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 7, 18, 8, 1, 0, 0, 0, 294, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 041, P, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 196, 99, 1, 0, 98, 2, 0, 34, 6, 38, 7, 4, 1, 197, 3, 0, 2, 0, 6, 1, 1, 1, 0, 100, 0, 0, 185, 36, 204, 55, 19, 0, 0, 0, 0, 19, 1, 20, 2, 1, 199, 1, 0, 10, 0, 0, 12, 1, 1, 1, 1, 1, 1, 0, 0, 5, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 4, 30, 5, 1, 0, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 042, P, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 194, 99, 1, 0, 97, 3, 0, 10, 0, 15, 1, 6, 1, 199, 1, 0, 5, 1, 7, 2, 1, 1, 0, 100, 0, 0, 186, 46, 194, 54, 8, 0, 0, 2, 0, 4, 2, 5, 3, 1, 197, 3, 0, 15, 2, 7, 19, 8, 1, 1, 1, 1, 1, 0, 0, 9, 0, 314, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 1, 1, 0, 0, 0, 281, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 043, P, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 1, 99, 197, 97, 3, 0, 95, 4, 0, 53, 9, 61, 10, 2, 1, 196, 2, 1, 4, 2, 8, 4, 1, 1, 0, 99, 0, 0, 146, 28, 161, 43, 15, 1, 0, 2, 0, 15, 3, 16, 4, 1, 197, 2, 0, 13, 1, 1, 16, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 279, 4, 0, 0, 0, 0, 17, 4, 22, 1, 5, 1
INVAR-10, Run: 044, P, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 198, 99, 1, 0, 99, 1, 0, 22, 5, 25, 6, 2, 1, 199, 1, 0, 4, 1, 6, 2, 1, 1, 0, 100, 0, 0, 195, 47, 213, 65, 18, 0, 0, 3, 0, 22, 3, 23, 4, 1, 196, 4, 0, 4, 0, 2, 9, 3, 1, 1, 1, 1, 1, 0, 0, 6, 0, 290, 2, 0, 0, 0, 0, 0, 0, 0, 1, 10, 3, 13, 4, 1, 0, 0, 0, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 045, P, 0, 91, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 1, 600, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 198, 97, 3, 0, 100, 0, 0, 10, 1, 14, 2, 1, 1, 197, 3, 0, 10, 2, 14, 3, 1, 1, 1, 100, 0, 0, 155, 34, 165, 44, 10, 0, 0, 42, 0, 9, 4, 10, 5, 1, 198, 1, 1, 7, 7, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 046, P, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 198, 100, 0, 0, 99, 1, 0, 11, 1, 13, 2, 2, 1, 196, 4, 0, 14, 2, 19, 3, 1, 1, 0, 100, 0, 0, 147, 36, 156, 45, 9, 0, 0, 3, 0, 6, 2, 7, 3, 1, 196, 4, 0, 1, 1, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 6, 0, 313, 3, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 12, 3, 1, 0, 0, 0, 285, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 047, P, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 195, 100, 0, 0, 97, 3, 0, 1, 1, 5, 2, 4, 1, 200, 0, 0, 18, 6, 19, 7, 1, 1, 1, 100, 0, 0, 193, 36, 210, 53, 17, 0, 0, 14, 0, 15, 1, 16, 2, 1, 196, 4, 0, 3, 5, 0, 8, 1, 1, 1, 1, 1, 1, 0, 0, 20, 0, 309, 2, 0, 0, 0, 0, 0, 0, 0, 7, 10, 0, 13, 1, 1, 0, 0, 0, 290, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 048, P, 0, 89, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 197, 98, 2, 0, 98, 2, 0, 1, 0, 6, 1, 3, 1, 196, 4, 0, 14, 4, 19, 5, 1, 1, 0, 100, 0, 0, 217, 52, 229, 64, 12, 0, 0, 13, 0, 10, 1, 11, 2, 1, 197, 3, 0, 12, 2, 3, 16, 4, 1, 1, 1, 1, 1, 0, 0, 17, 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 2, 6, 2, 0, 0, 0, 0, 306, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 049, P, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 100, 198, 99, 1, 0, 97, 3, 0, 2, 0, 7, 1, 2, 1, 198, 2, 0, 6, 0, 9, 1, 1, 1, 0, 100, 0, 0, 114, 24, 120, 30, 6, 0, 0, 9, 0, 4, 3, 5, 4, 1, 197, 3, 0, 1, 1, 0, 5, 1, 1, 1, 1, 1, 1, 0, 0, 12, 0, 301, 2, 0, 0, 0, 0, 0, 0, 0, 2, 13, 8, 16, 9, 1, 0, 0, 0, 298, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 050, P, 0, 99, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 195, 97, 3, 0, 98, 2, 0, 14, 7, 20, 8, 5, 1, 195, 5, 0, 26, 3, 32, 4, 1, 1, 0, 100, 0, 0, 102, 16, 104, 18, 2, 0, 0, 23, 0, 0, 0, 1, 1, 1, 198, 2, 0, 8, 6, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
