Input Number, Run_Number, Result@ 100, au, ACuAEX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-11, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 1, 1, 1, 0, 24, 9, 27, 11, 0, 1, 5, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 4, 0, 5, 1, 1, 0, 1, 5, 0, 46, 10, 48, 11, 1, 5, 0, 0, 25, 3, 5, 26, 6, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 2, 0, 2, 0, 0, 5, 0, 7, 1, 0, 0
INVAR-11, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 0, 1, 1, 0, 21, 6, 24, 7, 0, 1, 3, 2, 0, 7, 4, 10, 5, 1, 1, 0, 2, 0, 0, 15, 5, 16, 5, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 12, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 086, P, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 4, 1, 0, 6, 4, 8, 5, 1, 1, 0, 2, 0, 0, 3, 0, 4, 1, 1, 1, 0, 18, 0, 3, 0, 4, 1, 1, 5, 0, 0, 35, 4, 3, 36, 4, 1, 1, 1, 1, 1, 1, 0, 20, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 5, 7, 1, 11, 1, 0, 1, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 2, 0, 0, 1, 0, 2, 1, 1, 1, 5, 0, 0, 9, 4, 10, 5, 1, 1, 0, 2, 0, 0, 46, 8, 47, 9, 1, 1, 0, 6, 0, 5, 0, 6, 1, 1, 5, 0, 0, 12, 1, 2, 13, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 4, 0, 5, 1, 0, 0
INVAR-11, Run: 088, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 0, 0, 2, 0, 0, 13, 4, 13, 5, 0, 1, 3, 2, 0, 1, 0, 4, 1, 1, 1, 0, 2, 0, 0, 6, 3, 7, 4, 1, 1, 0, 4, 0, 6, 0, 7, 1, 1, 5, 0, 0, 17, 0, 5, 18, 6, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 8, 5, 11, 7, 3, 1, 5, 0, 0, 10, 2, 11, 3, 1, 1, 0, 2, 0, 0, 4, 2, 5, 3, 1, 1, 0, 10, 0, 10, 4, 11, 5, 1, 3, 2, 0, 35, 1, 7, 38, 8, 1, 1, 1, 1, 1, 0, 0, 14, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 2, 0, 0, 1, 0, 21, 7, 24, 1, 7, 0
INVAR-11, Run: 090, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 1, 0, 2, 0, 0, 21, 3, 22, 4, 1, 1, 5, 0, 0, 33, 3, 34, 4, 1, 1, 0, 2, 0, 0, 19, 10, 20, 11, 1, 1, 0, 3, 0, 12, 2, 12, 2, 0, 4, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 3, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 5, 0, 0, 13, 4, 14, 5, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 4, 0, 7, 4, 8, 5, 1, 3, 1, 1, 12, 2, 3, 15, 5, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 0, 0, 0, 0, 9, 4, 11, 1, 5, 1
INVAR-11, Run: 092, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 0, 0, 2, 0, 0, 5, 1, 5, 2, 1, 1, 3, 2, 0, 5, 0, 8, 1, 1, 1, 0, 1, 1, 0, 7, 7, 9, 8, 1, 1, 0, 6, 0, 6, 2, 7, 3, 1, 5, 0, 0, 27, 0, 6, 28, 7, 1, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 093, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 0, 2, 0, 0, 4, 0, 4, 1, 2, 1, 5, 0, 0, 19, 6, 20, 7, 1, 1, 0, 2, 0, 0, 1, 0, 2, 1, 1, 0, 0, 17, 0, 0, 0, 1, 1, 1, 3, 2, 0, 19, 4, 5, 22, 6, 1, 1, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 1, 1, 0, 10, 3, 12, 4, 0, 1, 5, 0, 0, 36, 7, 37, 8, 1, 1, 0, 2, 0, 0, 18, 4, 18, 4, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 0, 0, 9, 1, 3, 10, 4, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 2, 0, 0, 15, 3, 19, 4, 2, 1, 4, 1, 0, 9, 0, 11, 1, 1, 1, 0, 2, 0, 0, 12, 1, 13, 2, 1, 1, 0, 22, 0, 6, 2, 7, 3, 1, 4, 1, 0, 43, 8, 11, 44, 11, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 0, 1, 1, 0, 28, 9, 31, 10, 0, 1, 4, 1, 0, 22, 4, 24, 5, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 3, 0, 11, 0, 34, 6, 34, 6, 0, 5, 0, 0, 1, 3, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 097, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 0, 0, 2, 0, 0, 5, 0, 5, 1, 1, 1, 5, 0, 0, 6, 2, 7, 3, 1, 1, 0, 2, 0, 0, 33, 9, 34, 10, 1, 1, 0, 0, 0, 3, 1, 4, 2, 1, 3, 2, 0, 6, 1, 0, 9, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 098, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 0, 0, 2, 0, 0, 3, 1, 3, 2, 0, 1, 4, 0, 1, 21, 3, 23, 5, 1, 1, 0, 2, 0, 0, 44, 11, 44, 11, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 17, 3, 5, 18, 6, 1, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 099, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 0, 1, 1, 0, 2, 1, 3, 2, 1, 1, 5, 0, 0, 5, 1, 6, 2, 1, 1, 1, 1, 1, 0, 23, 8, 25, 9, 1, 1, 0, 13, 0, 15, 5, 15, 5, 0, 5, 0, 0, 1, 2, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-11, Run: 100, P, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 2, 0, 0, 3, 0, 4, 1, 0, 1, 4, 0, 0, 2, 0, 3, 1, 1, 1, 0, 2, 0, 0, 34, 15, 34, 15, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 1, 0, 5, 5, 0, 7, 1, 1, 1, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 001, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 10, 0, 10, 1, 1, 1, 1, 2, 0, 13, 0, 16, 1, 1, 1, 0, 1, 0, 0, 5, 0, 6, 1, 1, 1, 0, 6, 0, 29, 3, 30, 4, 1, 2, 1, 0, 13, 1, 4, 15, 5, 1, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 0, 16, 4, 18, 5, 1, 1, 2, 1, 0, 13, 3, 15, 4, 1, 1, 0, 1, 0, 0, 6, 1, 7, 2, 1, 1, 0, 14, 0, 9, 3, 10, 4, 1, 3, 0, 0, 26, 3, 8, 27, 9, 1, 1, 1, 1, 1, 0, 0, 16, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 3, 3, 4, 1, 4, 1
INVAR-12, Run: 003, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 2, 2, 2, 3, 0, 1, 3, 0, 0, 35, 4, 36, 5, 1, 1, 0, 1, 0, 0, 12, 2, 12, 2, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 0, 0, 9, 3, 1, 10, 2, 1, 1, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 004, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 11, 3, 11, 4, 0, 1, 3, 0, 0, 19, 4, 20, 5, 1, 1, 0, 1, 0, 0, 13, 4, 14, 5, 1, 1, 0, 7, 0, 1, 0, 2, 1, 1, 3, 0, 0, 13, 2, 3, 14, 4, 1, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 20, 4, 21, 5, 0, 1, 2, 1, 0, 13, 6, 15, 7, 1, 1, 0, 1, 0, 0, 16, 5, 17, 6, 1, 1, 0, 2, 0, 3, 0, 4, 1, 1, 2, 1, 0, 30, 1, 8, 32, 9, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 1, 1, 2, 1, 2, 1
INVAR-12, Run: 006, P, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 0, 4, 0, 6, 1, 1, 1, 0, 1, 0, 1, 0, 3, 1, 1, 1, 0, 0, 0, 0, 6, 2, 7, 3, 1, 1, 0, 5, 0, 7, 0, 8, 1, 1, 1, 0, 0, 6, 1, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 31, 5, 33, 1, 6, 1
INVAR-12, Run: 007, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 32, 4, 32, 5, 0, 1, 3, 0, 0, 18, 1, 19, 2, 1, 1, 0, 1, 0, 0, 2, 1, 3, 2, 1, 1, 0, 11, 0, 17, 5, 18, 6, 1, 3, 0, 0, 6, 5, 4, 7, 5, 1, 1, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 008, P, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 5, 1, 5, 2, 0, 1, 3, 0, 0, 11, 5, 12, 6, 1, 1, 0, 1, 0, 0, 9, 3, 10, 4, 1, 1, 0, 25, 0, 19, 3, 20, 3, 0, 3, 0, 0, 6, 3, 0, 7, 1, 1, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 18, 4, 20, 5, 2, 1, 3, 0, 0, 17, 8, 18, 9, 1, 1, 0, 0, 1, 0, 11, 3, 13, 4, 1, 1, 0, 10, 0, 20, 4, 21, 5, 1, 3, 0, 0, 13, 2, 3, 14, 4, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 0, 0, 4, 0, 4, 1, 0, 0
INVAR-12, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 9, 2, 10, 3, 0, 1, 3, 0, 0, 4, 2, 5, 3, 1, 1, 0, 1, 0, 0, 20, 4, 21, 5, 1, 1, 0, 35, 0, 3, 1, 3, 1, 0, 3, 0, 0, 5, 7, 2, 6, 3, 1, 1, 1, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 18, 3, 19, 4, 1, 1, 3, 0, 0, 14, 2, 15, 3, 1, 1, 0, 1, 0, 0, 0, 1, 1, 2, 1, 0, 1, 3, 0, 43, 8, 44, 8, 0, 2, 1, 0, 19, 1, 3, 21, 4, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 012, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 14, 5, 15, 6, 0, 1, 2, 0, 0, 46, 9, 47, 10, 1, 1, 0, 1, 0, 0, 7, 3, 8, 4, 1, 0, 0, 2, 0, 8, 3, 9, 4, 1, 2, 0, 0, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 1, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
