Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, R, U, L2, T6, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-2, Run: 016, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 2, 47, 1, 6, 0, 0, 0, 0, 95, 105, 115, 95, 139, 56, 89, 49005, 48511, 48000, 47486, 494, 2087, 511, 512, 47439, 0, 0, 0, 712, 384, 245, 189, 1375, 328
INVAR-2, Run: 017, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 91, 101, 111, 91, 88, 27, 38, 49092, 48588, 48095, 47642, 503, 1558, 493, 453, 47594, 0, 0, 0, 486, 253, 165, 138, 1072, 233
INVAR-2, Run: 018, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 89, 99, 9, 89, 128, 43, 78, 49615, 49109, 48588, 48126, 505, 1741, 521, 462, 48077, 0, 0, 0, 606, 349, 221, 178, 1135, 257
INVAR-2, Run: 019, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 93, 103, 13, 93, 76, 33, 37, 49033, 48541, 48059, 47536, 492, 1402, 481, 523, 47487, 0, 0, 0, 437, 246, 170, 137, 965, 191
INVAR-2, Run: 020, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 48, 1, 6, 0, 0, 0, 0, 200, 110, 120, 200, 89, 35, 29, 49173, 48659, 48178, 47664, 514, 2263, 481, 512, 47616, 0, 0, 0, 551, 253, 164, 129, 1712, 298
INVAR-2, Run: 021, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 92, 102, 12, 92, 69, 28, 9, 49372, 48871, 48417, 47935, 501, 1671, 454, 482, 47885, 0, 0, 0, 438, 206, 137, 109, 1233, 232
INVAR-2, Run: 022, E, 0, 0, 0, 100, 0, 0, 0, 100, 2, 1, 0, 0, 47, 1, 6, 0, 0, 0, 0, 91, 101, 11, 91, 50, 16, 30, 49565, 49064, 48576, 48051, 500, 1540, 488, 525, 48004, 0, 0, 0, 383, 196, 146, 130, 1157, 187
INVAR-2, Run: 023, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 1, 0, 48, 1, 6, 0, 0, 0, 0, 93, 103, 13, 93, 102, 71, 225, 49361, 48870, 48382, 47904, 490, 1671, 487, 478, 47856, 0, 0, 0, 701, 498, 396, 325, 970, 203
INVAR-2, Run: 024, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 47, 1, 6, 0, 0, 0, 0, 91, 1, 11, 91, 194, 100, 230, 49217, 48732, 48209, 47774, 484, 2203, 523, 434, 47727, 0, 0, 0, 988, 624, 430, 330, 1215, 364
INVAR-2, Run: 025, E, 0, 100, 0, 0, 0, 0, 0, 100, 2, 0, 0, 0, 48, 1, 6, 0, 0, 0, 0, 90, 0, 10, 90, 76, 32, 29, 49253, 48744, 48255, 47780, 509, 1619, 489, 475, 47732, 0, 0, 0, 490, 237, 161, 129, 1129, 253
INVAR-2, Run: 026, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 101, 111, 121, 101, 107, 53, 187, 49621, 49138, 48635, 48156, 483, 1840, 503, 479, 48107, 0, 0, 0, 690, 447, 340, 287, 1150, 243
INVAR-2, Run: 027, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 97, 107, 117, 97, 104, 37, 51, 49672, 49169, 48629, 48105, 502, 1862, 540, 524, 48056, 0, 0, 0, 548, 292, 188, 151, 1314, 256
INVAR-2, Run: 028, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 200, 110, 120, 200, 112, 54, 43, 49248, 48764, 48281, 47831, 484, 2356, 483, 450, 47782, 0, 0, 0, 651, 309, 197, 143, 1705, 342
INVAR-2, Run: 029, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 2, 0, 48, 1, 6, 0, 0, 0, 0, 530, 440, 450, 530, 139, 70, 245, 49187, 48706, 48214, 47726, 481, 3305, 490, 488, 47678, 0, 0, 0, 876, 554, 415, 345, 2429, 322
INVAR-2, Run: 030, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 90, 100, 10, 90, 101, 38, 119, 49729, 49207, 48683, 48202, 521, 1674, 524, 481, 48153, 0, 0, 0, 602, 358, 257, 219, 1072, 244
INVAR-2, Run: 031, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 198, 108, 118, 198, 63, 30, 47, 49628, 49120, 48567, 48049, 508, 1901, 553, 518, 47999, 0, 0, 0, 474, 240, 177, 147, 1427, 234
INVAR-2, Run: 032, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 93, 3, 13, 93, 61, 19, 23, 49944, 49437, 48918, 48414, 507, 1379, 519, 504, 48365, 0, 0, 0, 402, 203, 142, 123, 977, 199
INVAR-2, Run: 033, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 0, 1, 48, 1, 6, 0, 0, 0, 0, 198, 208, 118, 198, 109, 60, 62, 49251, 48706, 48234, 47745, 544, 2359, 472, 488, 47697, 0, 0, 0, 663, 331, 222, 162, 1696, 332
INVAR-2, Run: 034, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 1, 1, 1, 46, 1, 6, 0, 0, 0, 0, 206, 116, 126, 206, 86, 38, 172, 49221, 48723, 48232, 47700, 497, 2058, 490, 531, 47654, 0, 0, 0, 625, 396, 310, 272, 1433, 229
INVAR-2, Run: 035, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 402, 312, 322, 402, 58, 34, 45, 49214, 48732, 48253, 47733, 482, 2276, 478, 520, 47684, 0, 0, 0, 455, 237, 179, 145, 1821, 218
INVAR-2, Run: 036, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 562, 572, 482, 562, 117, 53, 109, 49484, 48982, 48503, 48010, 501, 3200, 479, 493, 47961, 0, 0, 0, 724, 379, 262, 209, 2476, 345
INVAR-2, Run: 037, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 95, 105, 115, 95, 100, 56, 71, 49569, 49086, 48590, 48093, 483, 1833, 496, 497, 48043, 0, 0, 0, 616, 327, 227, 171, 1217, 289
INVAR-2, Run: 038, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 91, 1, 11, 91, 59, 24, 97, 49345, 48829, 48347, 47874, 515, 1293, 482, 473, 47826, 0, 0, 0, 438, 280, 221, 197, 855, 158
INVAR-2, Run: 039, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 2, 48, 1, 6, 0, 0, 0, 0, 93, 103, 13, 93, 110, 77, 150, 49431, 48951, 48488, 48011, 480, 1779, 463, 475, 47963, 0, 0, 0, 714, 437, 327, 250, 1065, 277
INVAR-2, Run: 040, E, 0, 0, 0, 100, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 205, 215, 125, 205, 67, 35, 35, 49245, 48736, 48220, 47709, 509, 2099, 516, 511, 47660, 0, 0, 0, 518, 237, 170, 135, 1581, 281
INVAR-2, Run: 041, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 1, 1, 1, 46, 1, 6, 0, 0, 0, 0, 92, 102, 112, 92, 125, 46, 71, 49600, 49080, 48550, 48036, 519, 2039, 529, 513, 47990, 0, 0, 0, 667, 342, 217, 171, 1372, 325
INVAR-2, Run: 042, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 2, 1, 1, 46, 1, 6, 0, 0, 0, 0, 634, 544, 554, 634, 80, 56, 171, 48863, 48398, 47931, 47448, 463, 2888, 466, 482, 47402, 0, 0, 0, 690, 407, 327, 271, 2198, 283
INVAR-2, Run: 043, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 92, 102, 112, 92, 73, 52, 94, 49504, 49013, 48515, 48051, 491, 1608, 498, 464, 48002, 0, 0, 0, 556, 319, 246, 194, 1052, 237
INVAR-2, Run: 044, E, 0, 0, 0, 100, 0, 0, 0, 100, 1, 0, 0, 1, 48, 1, 6, 0, 0, 0, 0, 201, 211, 121, 201, 82, 34, 98, 49754, 49234, 48727, 48235, 520, 2053, 507, 491, 48187, 0, 0, 0, 573, 314, 232, 198, 1480, 259
INVAR-2, Run: 045, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 530, 440, 450, 530, 144, 91, 131, 49679, 49121, 48618, 48128, 558, 3112, 502, 490, 48080, 0, 0, 0, 822, 466, 322, 231, 2290, 356
INVAR-2, Run: 046, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 463, 473, 483, 463, 91, 30, 38, 49470, 48960, 48434, 47921, 510, 2757, 526, 513, 47871, 0, 0, 0, 563, 259, 168, 138, 2194, 304
INVAR-2, Run: 047, E, 100, 0, 0, 0, 0, 0, 0, 100, 2, 0, 0, 0, 48, 1, 6, 0, 0, 0, 0, 94, 104, 114, 94, 118, 53, 83, 49349, 48854, 48355, 47891, 495, 1707, 499, 464, 47843, 0, 0, 0, 626, 354, 236, 183, 1081, 272
INVAR-2, Run: 048, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 91, 1, 11, 91, 95, 28, 43, 49813, 49266, 48782, 48242, 547, 1633, 483, 540, 48193, 0, 0, 0, 526, 266, 171, 143, 1107, 260
INVAR-2, Run: 049, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 0, 1, 48, 1, 6, 0, 0, 0, 0, 412, 422, 332, 412, 105, 41, 62, 49138, 48598, 48120, 47623, 539, 3062, 478, 496, 47575, 0, 0, 0, 651, 308, 203, 162, 2411, 343
INVAR-2, Run: 050, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 2, 0, 1, 47, 1, 6, 0, 0, 0, 0, 92, 102, 12, 92, 95, 43, 79, 49293, 48797, 48318, 47813, 494, 1686, 479, 504, 47766, 0, 0, 0, 547, 317, 222, 179, 1139, 230
INVAR-2, Run: 051, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 95, 105, 115, 95, 73, 38, 50, 49648, 49117, 48608, 48151, 531, 1461, 509, 457, 48102, 0, 0, 0, 469, 261, 188, 150, 992, 208
INVAR-2, Run: 052, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 2, 47, 1, 6, 0, 0, 0, 0, 93, 103, 113, 93, 66, 33, 19, 49844, 49366, 48866, 48336, 477, 1541, 500, 528, 48289, 0, 0, 0, 466, 218, 152, 119, 1075, 248
INVAR-2, Run: 053, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 2, 47, 1, 6, 0, 0, 0, 0, 92, 102, 112, 92, 58, 28, 29, 49477, 48967, 48514, 48020, 510, 1643, 453, 492, 47973, 0, 0, 0, 444, 215, 157, 129, 1199, 229
INVAR-2, Run: 054, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 95, 105, 115, 95, 76, 36, 59, 49147, 48661, 48191, 47716, 486, 1551, 470, 475, 47666, 0, 0, 0, 503, 271, 195, 159, 1048, 232
INVAR-2, Run: 055, E, 0, 0, 0, 100, 0, 0, 0, 100, 2, 0, 0, 0, 48, 1, 6, 0, 0, 0, 0, 89, 99, 9, 89, 97, 43, 82, 48977, 48457, 47951, 47457, 520, 1878, 506, 494, 47409, 0, 0, 0, 598, 322, 225, 182, 1280, 276
INVAR-2, Run: 056, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 91, 101, 11, 91, 87, 42, 32, 49471, 48962, 48422, 47921, 509, 1675, 540, 501, 47871, 0, 0, 0, 525, 261, 174, 132, 1150, 264
INVAR-2, Run: 057, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 48, 1, 6, 0, 0, 0, 0, 101, 111, 121, 101, 88, 35, 45, 49120, 48646, 48155, 47675, 474, 1813, 491, 478, 47627, 0, 0, 0, 545, 268, 180, 145, 1268, 277
INVAR-2, Run: 058, E, 0, 100, 0, 0, 0, 0, 0, 100, 2, 0, 0, 0, 48, 1, 6, 0, 0, 0, 0, 91, 1, 11, 91, 132, 46, 98, 49429, 48929, 48384, 47889, 500, 1888, 545, 495, 47841, 0, 0, 0, 713, 376, 244, 198, 1175, 337
INVAR-2, Run: 059, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 2, 2, 46, 1, 6, 0, 0, 0, 0, 198, 108, 118, 198, 113, 50, 64, 49404, 48852, 48347, 47841, 552, 2281, 503, 504, 47795, 0, 0, 0, 637, 327, 214, 164, 1644, 310
INVAR-2, Run: 060, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 2, 1, 1, 46, 1, 6, 0, 0, 0, 0, 93, 103, 13, 93, 87, 29, 26, 49154, 48642, 48176, 47677, 510, 1894, 465, 498, 47631, 0, 0, 0, 549, 242, 155, 126, 1345, 307
INVAR-2, Run: 061, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 99, 109, 19, 99, 108, 45, 38, 49517, 49020, 48533, 48017, 497, 1983, 487, 516, 47967, 0, 0, 0, 637, 291, 183, 138, 1346, 346
INVAR-2, Run: 062, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 92, 102, 12, 92, 89, 39, 51, 49381, 48890, 48403, 47891, 491, 1604, 486, 511, 47843, 0, 0, 0, 509, 279, 190, 151, 1095, 230
INVAR-2, Run: 063, E, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 286, 196, 206, 286, 99, 50, 58, 49068, 48533, 48033, 47554, 535, 2781, 500, 479, 47504, 0, 0, 0, 651, 307, 208, 158, 2130, 344
INVAR-2, Run: 064, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 1, 2, 0, 47, 1, 6, 0, 0, 0, 0, 415, 425, 335, 415, 81, 23, 26, 48948, 48439, 47951, 47470, 508, 2608, 486, 481, 47423, 0, 0, 0, 491, 230, 149, 126, 2117, 261
INVAR-2, Run: 065, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 47, 1, 6, 0, 0, 0, 0, 92, 2, 12, 92, 107, 55, 126, 49533, 49017, 48518, 47998, 515, 1739, 499, 519, 47951, 0, 0, 0, 687, 388, 281, 226, 1052, 299
INVAR-2, Run: 066, E, 0, 0, 0, 100, 0, 0, 0, 100, 1, 2, 0, 0, 47, 1, 6, 0, 0, 0, 0, 773, 783, 693, 773, 66, 32, 16, 49126, 48616, 48124, 47608, 508, 3037, 492, 516, 47561, 0, 0, 0, 473, 214, 148, 116, 2564, 259
INVAR-2, Run: 067, E, 0, 100, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 301, 211, 221, 301, 81, 52, 57, 49105, 48577, 48068, 47583, 528, 2294, 508, 485, 47535, 0, 0, 0, 573, 290, 209, 157, 1721, 283
INVAR-2, Run: 068, E, 100, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 2, 47, 1, 6, 0, 0, 0, 0, 96, 106, 116, 96, 127, 79, 205, 49547, 49026, 48507, 48029, 520, 2155, 519, 476, 47982, 0, 0, 0, 851, 511, 384, 305, 1304, 340
INVAR-2, Run: 069, E, 100, 0, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 97, 107, 117, 97, 59, 24, 33, 50006, 49494, 48994, 48514, 512, 1357, 499, 480, 48466, 0, 0, 0, 406, 216, 157, 133, 951, 190
INVAR-2, Run: 070, E, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 2, 1, 47, 1, 6, 0, 0, 0, 0, 95, 105, 15, 95, 150, 61, 59, 48988, 48491, 48017, 47497, 497, 2126, 472, 519, 47450, 0, 0, 0, 747, 370, 220, 159, 1379, 377
