Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 17, 7, 2, 0, 9, 0, 0, 0, 1, 3, 2, 1, 1, 16, 2, 0, 2, 0, 5, 1, 1, 1, 0, 9, 0, 0, 4, 1, 5, 2, 1, 0, 0, 22, 0, 23, 7, 24, 8, 1, 16, 2, 0, 6, 4, 0, 9, 1, 1, 1, 1, 0, 0, 5, 0, 24, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 3, 9, 4, 1, 4, 0, 0, 27, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 9, 0, 0, 8, 1, 0, 7, 3, 9, 4, 2, 1, 17, 1, 0, 9, 3, 11, 4, 1, 1, 0, 9, 0, 0, 1, 1, 2, 2, 1, 0, 0, 7, 0, 3, 1, 4, 2, 1, 15, 2, 1, 13, 1, 5, 17, 7, 1, 1, 1, 0, 0, 5, 0, 10, 0, 29, 2, 0, 0, 0, 0, 0, 0, 0, 2, 21, 5, 24, 6, 1, 4, 0, 0, 23, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 14, 9, 0, 0, 8, 1, 0, 15, 3, 17, 4, 3, 1, 16, 2, 0, 26, 5, 29, 6, 1, 1, 1, 9, 0, 0, 20, 9, 20, 9, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 16, 2, 0, 11, 2, 3, 14, 4, 1, 1, 1, 0, 0, 2, 0, 10, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 1, 13, 2, 1, 7, 0, 0, 29, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 1, 0, 8, 1, 0, 4, 2, 7, 3, 4, 1, 15, 3, 0, 5, 2, 9, 3, 1, 1, 0, 8, 1, 0, 1, 1, 3, 2, 1, 0, 0, 11, 0, 10, 4, 11, 5, 1, 17, 1, 0, 16, 7, 5, 18, 6, 1, 1, 1, 1, 1, 1, 0, 16, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 13, 24, 13, 0, 8, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 8, 1, 0, 8, 1, 0, 4, 3, 7, 4, 0, 1, 17, 1, 0, 1, 1, 3, 2, 1, 1, 0, 9, 0, 0, 3, 1, 4, 2, 1, 0, 0, 0, 0, 7, 2, 8, 3, 1, 17, 1, 0, 15, 0, 4, 17, 5, 1, 1, 1, 0, 0, 4, 0, 1, 0, 25, 2, 0, 0, 0, 0, 0, 0, 0, 1, 20, 8, 23, 9, 1, 5, 0, 0, 27, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 033, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 1, 17, 6, 3, 0, 6, 1, 1, 5, 0, 11, 2, 0, 1, 14, 2, 1, 3, 1, 7, 3, 1, 1, 0, 8, 0, 0, 6, 1, 7, 2, 1, 1, 0, 0, 0, 15, 2, 16, 3, 1, 16, 1, 0, 21, 0, 3, 23, 4, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 33, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 18, 1, 0, 1, 0, 0, 4, 0, 5, 1, 1, 1
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 9, 0, 0, 8, 1, 0, 3, 1, 5, 2, 2, 1, 16, 2, 0, 17, 2, 20, 3, 1, 1, 0, 9, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 8, 2, 9, 3, 1, 15, 2, 1, 23, 0, 3, 27, 5, 1, 1, 1, 0, 0, 3, 0, 3, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 5, 1, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 9, 0, 0, 9, 0, 0, 54, 16, 54, 16, 2, 0, 16, 2, 0, 22, 5, 25, 6, 1, 1, 0, 8, 1, 0, 2, 1, 4, 2, 1, 0, 0, 11, 0, 1, 0, 2, 1, 1, 15, 1, 2, 16, 4, 4, 20, 7, 1, 1, 1, 0, 0, 5, 1, 14, 0, 21, 2, 1, 0, 0, 0, 0, 0, 0, 5, 6, 5, 11, 7, 1, 3, 0, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 1, 17, 8, 1, 0, 8, 1, 0, 12, 5, 15, 6, 1, 1, 15, 3, 0, 5, 2, 9, 3, 1, 1, 0, 9, 0, 0, 33, 14, 33, 14, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 16, 2, 0, 4, 7, 1, 7, 2, 1, 1, 1, 0, 0, 5, 0, 33, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 4, 23, 5, 0, 3, 0, 0, 18, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 037, F, 0, 0, 0, 1, 0, 9, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 16, 8, 0, 1, 7, 1, 0, 5, 2, 8, 4, 1, 1, 8, 0, 0, 0, 0, 1, 1, 1, 1, 0, 4, 0, 0, 2, 1, 3, 2, 1, 0, 0, 1, 0, 49, 10, 50, 11, 1, 7, 1, 0, 37, 0, 6, 39, 7, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 2, 0, 2, 0, 0, 31, 6, 32, 1, 6, 0
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 17, 7, 1, 1, 8, 1, 0, 6, 0, 10, 2, 1, 1, 18, 0, 0, 13, 3, 14, 4, 1, 1, 0, 9, 0, 0, 16, 1, 17, 2, 1, 0, 0, 10, 0, 4, 2, 5, 3, 1, 18, 0, 0, 5, 1, 0, 6, 1, 1, 1, 1, 0, 0, 6, 1, 12, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 2, 13, 2, 16, 3, 1, 2, 0, 0, 26, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 17, 9, 0, 0, 8, 1, 0, 34, 7, 36, 8, 1, 1, 15, 3, 0, 3, 0, 7, 1, 1, 1, 0, 8, 1, 0, 8, 3, 10, 4, 1, 0, 0, 2, 0, 10, 1, 11, 2, 1, 18, 0, 0, 16, 0, 2, 17, 3, 1, 1, 1, 0, 0, 4, 0, 4, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 1, 1, 5, 0, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 7, 2, 0, 6, 2, 1, 2, 1, 8, 3, 2, 1, 17, 1, 0, 1, 0, 3, 1, 1, 1, 0, 9, 0, 0, 19, 9, 20, 10, 1, 0, 0, 10, 0, 21, 7, 22, 8, 1, 16, 2, 0, 14, 3, 2, 17, 3, 1, 1, 1, 0, 0, 5, 0, 13, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 1, 5, 2, 1, 4, 0, 0, 28, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 17, 9, 0, 0, 8, 1, 0, 1, 0, 3, 1, 0, 1, 14, 4, 0, 24, 4, 29, 5, 1, 1, 1, 8, 1, 0, 7, 1, 9, 2, 1, 0, 0, 13, 0, 3, 0, 4, 1, 1, 18, 0, 0, 2, 2, 1, 3, 2, 1, 1, 1, 0, 0, 4, 0, 15, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 4, 1, 1, 4, 1, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 9, 0, 0, 9, 0, 0, 10, 2, 11, 3, 0, 1, 16, 1, 1, 10, 7, 13, 9, 1, 1, 0, 7, 2, 0, 22, 5, 25, 6, 1, 0, 0, 10, 0, 6, 1, 7, 2, 1, 17, 1, 0, 23, 0, 6, 25, 7, 1, 1, 1, 0, 0, 5, 0, 11, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 6, 2, 1, 4, 0, 0, 33, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 1, 17, 8, 1, 0, 9, 0, 0, 4, 1, 6, 2, 1, 1, 14, 3, 0, 1, 0, 5, 1, 1, 1, 0, 8, 0, 0, 53, 8, 54, 9, 1, 1, 0, 6, 0, 9, 0, 9, 0, 0, 15, 2, 0, 3, 1, 2, 6, 3, 1, 1, 1, 0, 0, 4, 0, 8, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 8, 1, 1, 4, 0, 0, 23, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 044, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 9, 0, 0, 9, 0, 0, 12, 3, 13, 4, 2, 1, 17, 1, 0, 18, 11, 20, 12, 1, 1, 0, 8, 1, 0, 12, 3, 14, 4, 1, 0, 0, 14, 0, 31, 7, 32, 8, 1, 16, 0, 2, 1, 0, 1, 4, 4, 1, 1, 1, 0, 0, 5, 0, 17, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 1, 24, 8, 27, 10, 1, 4, 0, 0, 22, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 045, F, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 5, 0, 0, 5, 0, 0, 0, 0, 1, 1, 0, 1, 17, 1, 0, 5, 2, 7, 3, 1, 1, 0, 7, 1, 1, 6, 1, 9, 3, 1, 0, 0, 7, 0, 4, 2, 5, 3, 1, 15, 2, 1, 9, 1, 5, 13, 7, 1, 1, 1, 0, 0, 3, 0, 8, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 4, 15, 5, 1, 6, 0, 0, 24, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 9, 0, 0, 8, 1, 0, 19, 4, 21, 5, 0, 1, 16, 2, 0, 4, 1, 7, 2, 1, 1, 0, 9, 0, 0, 18, 1, 19, 2, 1, 0, 0, 5, 0, 5, 1, 6, 2, 1, 15, 3, 0, 26, 1, 6, 30, 7, 1, 1, 1, 0, 0, 5, 0, 6, 0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 2, 13, 2, 15, 3, 1, 4, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 17, 7, 2, 0, 8, 1, 0, 1, 0, 5, 1, 1, 1, 15, 3, 0, 2, 1, 6, 2, 1, 1, 0, 8, 0, 1, 5, 1, 7, 3, 1, 0, 0, 8, 0, 4, 1, 5, 2, 1, 16, 2, 0, 15, 7, 4, 18, 5, 1, 1, 1, 0, 0, 4, 1, 10, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 8, 24, 5, 27, 6, 1, 4, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 7, 2, 0, 7, 2, 0, 8, 4, 13, 5, 0, 1, 18, 0, 0, 11, 4, 12, 5, 1, 1, 0, 9, 0, 0, 2, 1, 3, 2, 1, 0, 0, 5, 0, 15, 5, 16, 6, 1, 17, 1, 0, 5, 2, 0, 7, 1, 1, 1, 1, 0, 0, 5, 0, 6, 0, 28, 2, 0, 0, 0, 0, 0, 0, 0, 3, 22, 4, 25, 5, 1, 4, 0, 0, 24, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 5, 0, 8, 1, 0, 1, 16, 2, 0, 2, 0, 5, 1, 1, 1, 1, 8, 0, 1, 3, 0, 5, 2, 1, 0, 0, 11, 0, 0, 0, 1, 1, 1, 17, 1, 0, 13, 4, 1, 15, 2, 1, 1, 1, 1, 1, 4, 0, 13, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 5, 5, 6, 1, 5, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 14, 7, 2, 0, 8, 1, 0, 10, 2, 14, 3, 3, 1, 18, 0, 0, 17, 6, 18, 7, 1, 1, 1, 9, 0, 0, 10, 3, 11, 4, 1, 0, 0, 2, 0, 6, 2, 7, 3, 1, 18, 0, 0, 5, 1, 2, 6, 3, 1, 1, 1, 0, 0, 5, 0, 7, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 5, 3, 1, 4, 0, 0, 29, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 8, 1, 0, 7, 1, 1, 2, 0, 6, 2, 0, 1, 14, 3, 1, 18, 4, 23, 6, 1, 1, 0, 9, 0, 0, 32, 12, 33, 13, 1, 0, 0, 7, 0, 2, 0, 2, 0, 0, 15, 2, 1, 1, 1, 0, 5, 2, 1, 1, 1, 0, 0, 5, 0, 8, 0, 30, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 5, 4, 1, 4, 0, 0, 22, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 18, 9, 0, 0, 9, 0, 0, 2, 1, 3, 2, 0, 1, 17, 1, 0, 7, 1, 9, 2, 1, 1, 0, 9, 0, 0, 19, 5, 20, 6, 1, 0, 0, 2, 0, 10, 4, 11, 5, 1, 18, 0, 0, 4, 1, 1, 5, 2, 1, 1, 1, 0, 0, 3, 0, 3, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 8, 1, 1, 6, 0, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 1, 0, 0, 55, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 9, 0, 0, 9, 2, 10, 3, 0, 1, 18, 0, 0, 9, 1, 10, 2, 1, 1, 0, 9, 0, 0, 7, 1, 8, 2, 1, 0, 0, 40, 0, 17, 7, 18, 7, 0, 15, 3, 0, 22, 7, 9, 26, 10, 1, 1, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 1, 18, 8, 1, 0, 9, 0, 0, 11, 3, 13, 4, 0, 1, 17, 1, 0, 9, 1, 11, 2, 1, 1, 0, 9, 0, 0, 30, 9, 31, 10, 1, 0, 0, 14, 0, 16, 3, 16, 3, 0, 17, 1, 0, 7, 5, 2, 9, 3, 1, 1, 1, 0, 0, 6, 0, 15, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 6, 24, 7, 25, 7, 0, 3, 0, 0, 27, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 055, P, 0, 0, 1, 0, 18, 18, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-1, Run: 056, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 1, 16, 7, 2, 0, 9, 0, 0, 6, 3, 9, 4, 2, 1, 18, 0, 0, 9, 3, 10, 4, 1, 1, 0, 9, 0, 0, 13, 8, 14, 9, 1, 0, 0, 11, 0, 22, 4, 23, 4, 0, 16, 2, 0, 34, 1, 7, 37, 8, 1, 1, 1, 0, 0, 4, 0, 14, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 5, 2, 1, 4, 1, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
