Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B
INVAR-2, Run: 090, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0
INVAR-2, Run: 091, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0
INVAR-2, Run: 092, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0
INVAR-2, Run: 093, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0
INVAR-2, Run: 094, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0
INVAR-2, Run: 095, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0
INVAR-2, Run: 096, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0
INVAR-2, Run: 097, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0
INVAR-2, Run: 098, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0
INVAR-2, Run: 099, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0
INVAR-2, Run: 100, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0
INVAR-3, Run: 001, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 002, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 003, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 004, P, 0, 0, 0, 58, 0, 0, 6, 50, 0, 492, 0
INVAR-3, Run: 005, P, 0, 0, 0, 94, 0, 0, 2, 54, 40, 452, 0
INVAR-3, Run: 006, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 007, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 008, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 009, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 010, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 011, P, 0, 0, 0, 86, 0, 0, 36, 21, 0, 492, 0
INVAR-3, Run: 012, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 013, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 014, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 015, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 016, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 017, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 018, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 019, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 020, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 021, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 022, P, 0, 0, 0, 55, 0, 0, 5, 52, 0, 492, 0
INVAR-3, Run: 023, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 024, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 025, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 026, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 027, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 028, P, 0, 0, 0, 61, 0, 0, 9, 47, 0, 492, 0
INVAR-3, Run: 029, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 030, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 031, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 032, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 033, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 034, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 035, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 036, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 037, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 038, P, 0, 0, 0, 67, 0, 0, 15, 41, 0, 492, 0
INVAR-3, Run: 039, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 040, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 041, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 042, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 043, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 044, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 045, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 046, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 047, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 048, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 049, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 050, P, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0
INVAR-3, Run: 051, P, 0, 0, 0, 54, 0, 0, 2, 54, 0, 492, 0
INVAR-3, Run: 052, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 053, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 054, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 055, P, 0, 0, 0, 59, 0, 0, 9, 48, 0, 492, 0
INVAR-3, Run: 056, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 057, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0
INVAR-3, Run: 058, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 059, P, 0, 0, 0, 94, 0, 0, 42, 14, 0, 492, 0
INVAR-3, Run: 060, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 061, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 062, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 063, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 064, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 065, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 066, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 067, P, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0
INVAR-3, Run: 068, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 069, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 070, P, 0, 0, 0, 58, 0, 0, 1, 55, 5, 487, 0
INVAR-3, Run: 071, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 072, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 073, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 074, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 075, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 076, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 077, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 078, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 079, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 080, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 081, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 082, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 083, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 084, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 085, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 086, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 087, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 088, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 089, P, 0, 0, 0, 66, 0, 0, 16, 41, 0, 492, 0
INVAR-3, Run: 090, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 091, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 092, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 093, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
INVAR-3, Run: 094, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
INVAR-3, Run: 095, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 096, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
INVAR-3, Run: 097, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-3, Run: 098, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
INVAR-3, Run: 099, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
INVAR-3, Run: 100, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
INVAR-4, Run: 001, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 002, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 003, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 004, P, 0, 0, 0, 18, 0, 0, 0, 14, 7, 111, 1
INVAR-4, Run: 005, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 006, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 007, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 008, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 009, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 010, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 011, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 012, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 013, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 014, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 015, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 016, P, 0, 0, 0, 16, 0, 0, 5, 9, 0, 118, 1
INVAR-4, Run: 017, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 018, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 019, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 020, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 021, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 022, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 023, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
INVAR-4, Run: 024, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 025, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 026, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 027, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 028, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 029, P, 0, 0, 0, 14, 0, 0, 3, 11, 0, 118, 1
INVAR-4, Run: 030, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 031, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 032, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 033, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 034, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 035, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 036, P, 0, 0, 0, 19, 0, 0, 8, 6, 0, 118, 1
INVAR-4, Run: 037, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 038, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 039, P, 0, 0, 0, 19, 0, 0, 8, 6, 0, 118, 1
INVAR-4, Run: 040, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 041, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 042, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 043, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 044, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 045, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 046, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 047, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 048, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 049, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 050, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 051, P, 0, 0, 0, 18, 0, 0, 7, 7, 0, 118, 1
INVAR-4, Run: 052, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 053, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 054, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 055, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 056, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 057, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 058, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 059, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 060, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 061, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 062, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 063, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 064, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 065, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 066, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 067, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 068, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 069, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 070, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
INVAR-4, Run: 071, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 072, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 073, P, 0, 0, 0, 12, 0, 0, 1, 13, 0, 118, 1
INVAR-4, Run: 074, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 075, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 076, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 077, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
INVAR-4, Run: 078, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 079, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 080, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 081, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 082, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 083, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 084, P, 0, 0, 0, 18, 0, 0, 7, 7, 0, 118, 1
INVAR-4, Run: 085, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 086, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 087, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
INVAR-4, Run: 088, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 089, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 090, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 091, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
INVAR-4, Run: 092, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 093, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 094, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 095, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 096, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 097, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-4, Run: 098, P, 0, 0, 0, 41, 0, 0, 1, 13, 29, 89, 1
INVAR-4, Run: 099, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
INVAR-4, Run: 100, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
INVAR-5, Run: 001, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 002, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 003, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 004, P, 0, 0, 0, 26, 0, 0, 11, 8, 0, 160, 1
INVAR-5, Run: 005, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 006, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 007, P, 0, 0, 0, 29, 0, 0, 2, 16, 10, 150, 1
INVAR-5, Run: 008, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
INVAR-5, Run: 009, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 010, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 011, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 012, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 013, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 014, P, 0, 0, 0, 22, 0, 0, 5, 13, 0, 160, 1
INVAR-5, Run: 015, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
INVAR-5, Run: 016, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 017, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 018, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 019, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 020, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 021, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 022, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 023, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 024, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 025, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 026, P, 0, 0, 0, 25, 0, 0, 10, 9, 0, 160, 1
INVAR-5, Run: 027, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 028, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 029, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 030, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 031, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 032, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 033, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 034, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 035, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 036, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 037, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 038, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 039, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 040, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 041, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 042, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 043, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 044, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 045, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 046, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 047, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 048, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 049, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 050, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 051, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 052, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 053, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 054, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 055, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 056, P, 0, 0, 0, 28, 0, 0, 11, 7, 0, 160, 1
INVAR-5, Run: 057, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 058, P, 0, 0, 0, 172, 1, 1, 0, 20, 160, 0, 1
INVAR-5, Run: 059, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 060, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 061, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 062, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 063, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 064, P, 0, 0, 0, 21, 0, 0, 6, 13, 0, 160, 1
INVAR-5, Run: 065, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 066, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 067, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 068, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 069, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 070, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
INVAR-5, Run: 071, P, 0, 0, 0, 23, 0, 0, 6, 12, 0, 160, 1
INVAR-5, Run: 072, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
INVAR-5, Run: 073, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 074, P, 0, 0, 0, 30, 0, 0, 13, 5, 0, 160, 1
INVAR-5, Run: 075, P, 0, 0, 0, 172, 1, 1, 0, 20, 160, 0, 1
INVAR-5, Run: 076, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
INVAR-5, Run: 077, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 078, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
INVAR-5, Run: 079, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
