Input Number, Run_Number, Result@ 100, E, X1, F, A, B, C, PO, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 047, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1306, 49, 49, 1306, 67, 44, 22, 67, 100, 134, 1742, 904
INVAR-10, Run: 048, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1663, 43, 43, 1323, 67, 37, 30, 67, 100, 135, 2347, 1206
INVAR-10, Run: 049, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1980, 61, 61, 1980, 67, 37, 29, 67, 100, 134, 3062, 1564
INVAR-10, Run: 050, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2692, 35, 35, 2352, 67, 40, 27, 67, 100, 135, 2149, 1107
INVAR-10, Run: 051, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 945, 41, 41, 945, 67, 34, 32, 67, 100, 134, 1494, 780
INVAR-10, Run: 052, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1125, 37, 37, 1125, 67, 43, 23, 67, 100, 134, 2526, 1296
INVAR-10, Run: 053, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1012, 54, 54, 1012, 67, 37, 29, 67, 100, 134, 1546, 806
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1416, 53, 51, 1416, 67, 48, 18, 66, 100, 134, 2112, 1089
INVAR-10, Run: 055, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1576, 39, 39, 1576, 67, 38, 28, 67, 100, 134, 2052, 1059
INVAR-10, Run: 056, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1661, 39, 39, 1321, 67, 47, 20, 67, 100, 135, 2261, 1163
INVAR-10, Run: 057, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 969, 60, 60, 969, 67, 48, 18, 67, 100, 134, 890, 478
INVAR-10, Run: 058, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 952, 51, 51, 952, 67, 44, 22, 67, 100, 134, 1430, 748
INVAR-10, Run: 059, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1596, 56, 56, 1596, 67, 45, 21, 67, 100, 134, 1672, 869
INVAR-10, Run: 060, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1458, 53, 53, 1458, 67, 50, 16, 67, 100, 134, 2016, 1041
INVAR-10, Run: 061, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1515, 62, 62, 1175, 67, 37, 30, 67, 100, 135, 2957, 1511
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 893, 41, 39, 893, 67, 38, 28, 66, 100, 134, 1694, 880
INVAR-10, Run: 063, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2249, 57, 57, 1909, 67, 43, 24, 67, 100, 135, 2259, 1162
INVAR-10, Run: 064, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 847, 48, 48, 847, 67, 42, 24, 67, 100, 134, 1522, 794
INVAR-10, Run: 065, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1086, 49, 49, 1086, 67, 48, 18, 67, 100, 134, 1246, 656
INVAR-10, Run: 066, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1463, 43, 43, 1463, 67, 40, 26, 67, 100, 134, 3440, 1753
INVAR-10, Run: 067, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1703, 52, 52, 1363, 67, 36, 31, 67, 100, 135, 1705, 885
INVAR-10, Run: 068, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1796, 37, 37, 1456, 67, 35, 32, 67, 100, 135, 2319, 1192
INVAR-10, Run: 069, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1103, 45, 45, 1103, 67, 40, 26, 67, 100, 134, 2152, 1109
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1637, 41, 39, 1637, 67, 43, 23, 66, 100, 134, 1478, 772
INVAR-10, Run: 071, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1124, 48, 48, 1124, 67, 42, 24, 67, 100, 134, 1618, 842
INVAR-10, Run: 072, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2343, 55, 55, 2003, 67, 39, 28, 67, 100, 135, 1665, 865
INVAR-10, Run: 073, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1586, 37, 37, 1586, 67, 42, 24, 67, 100, 134, 1570, 818
INVAR-10, Run: 074, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1200, 49, 49, 1200, 67, 45, 21, 67, 100, 134, 1390, 728
INVAR-10, Run: 075, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2149, 35, 35, 1809, 67, 50, 17, 67, 100, 135, 2789, 1427
INVAR-10, Run: 076, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1415, 47, 47, 1075, 67, 45, 22, 67, 100, 135, 1801, 933
INVAR-10, Run: 077, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1723, 39, 39, 1383, 67, 37, 30, 67, 100, 135, 2015, 1040
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1097, 38, 36, 1097, 67, 45, 21, 66, 100, 134, 1380, 723
INVAR-10, Run: 079, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1509, 39, 39, 1509, 67, 40, 26, 67, 100, 134, 1988, 1027
INVAR-10, Run: 080, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1534, 45, 45, 1194, 67, 34, 33, 67, 100, 135, 2329, 1197
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1351, 38, 36, 1351, 67, 44, 22, 66, 100, 134, 1624, 845
INVAR-10, Run: 082, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1356, 43, 43, 1356, 67, 42, 24, 67, 100, 134, 2084, 1075
INVAR-10, Run: 083, F, 3, 0, 0, 0, 0, 0, 0, 344, 0, 2, 1, 2, 64, 136, 1205, 41, 39, 1205, 68, 39, 28, 67, 100, 136, 1624, 844
INVAR-10, Run: 084, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1347, 48, 48, 1347, 67, 41, 25, 67, 100, 134, 2182, 1124
INVAR-10, Run: 085, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1439, 44, 44, 1099, 67, 47, 20, 67, 100, 135, 1971, 1018
INVAR-10, Run: 086, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1426, 51, 51, 1426, 67, 41, 25, 67, 100, 134, 1340, 703
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1467, 55, 53, 1467, 67, 42, 24, 66, 100, 134, 860, 463
INVAR-10, Run: 088, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1236, 43, 43, 1236, 67, 44, 22, 67, 100, 134, 1134, 600
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 1382, 47, 45, 1382, 67, 41, 25, 66, 100, 134, 1016, 541
INVAR-10, Run: 090, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1821, 33, 33, 1821, 67, 44, 22, 67, 100, 134, 4690, 2378
INVAR-10, Run: 091, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1270, 55, 55, 1270, 67, 41, 25, 67, 100, 134, 1978, 1022
INVAR-10, Run: 092, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1254, 50, 50, 1254, 67, 40, 26, 67, 100, 134, 1776, 921
INVAR-10, Run: 093, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 2391, 46, 46, 2051, 67, 45, 22, 67, 100, 135, 1955, 1010
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 0, 336, 0, 2, 1, 2, 66, 134, 939, 53, 51, 939, 67, 39, 27, 66, 100, 134, 1592, 829
INVAR-10, Run: 095, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1370, 50, 50, 1370, 67, 41, 25, 67, 100, 134, 3534, 1800
INVAR-10, Run: 096, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1955, 38, 38, 1955, 67, 39, 27, 67, 100, 134, 2512, 1289
INVAR-10, Run: 097, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1022, 52, 52, 1022, 67, 43, 23, 67, 100, 134, 1450, 758
INVAR-10, Run: 098, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 1249, 38, 38, 1249, 67, 39, 27, 67, 100, 134, 3076, 1571
INVAR-10, Run: 099, F, 2, 0, 0, 1, 0, 0, 1, 0, 340, 340, 0, 0, 65, 135, 1846, 31, 31, 1506, 67, 46, 21, 67, 100, 135, 1337, 701
INVAR-10, Run: 100, F, 1, 0, 0, 0, 0, 0, 0, 336, 0, 0, 1, 0, 66, 134, 858, 42, 42, 858, 67, 37, 29, 67, 100, 134, 3246, 1656
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 183, 11, 9, 183, 19, 15, 3, 18, 28, 38, 184, 101
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 210, 11, 9, 210, 19, 4, 14, 18, 28, 38, 1152, 585
INVAR-2, Run: 003, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 262, 27, 27, 162, 19, 12, 7, 19, 28, 39, 391, 204
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 300, 15, 13, 300, 19, 6, 12, 18, 28, 38, 488, 253
INVAR-2, Run: 005, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 345, 16, 16, 245, 19, 13, 6, 19, 28, 39, 291, 154
INVAR-2, Run: 006, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 243, 21, 21, 143, 19, 8, 11, 19, 28, 39, 239, 128
INVAR-2, Run: 007, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 377, 6, 6, 277, 19, 12, 7, 19, 28, 39, 325, 171
INVAR-2, Run: 008, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 457, 20, 20, 357, 19, 11, 8, 19, 28, 39, 449, 233
INVAR-2, Run: 009, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 459, 16, 16, 359, 19, 10, 9, 19, 28, 39, 441, 229
INVAR-2, Run: 010, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 289, 23, 23, 189, 19, 15, 4, 19, 28, 39, 343, 180
INVAR-2, Run: 011, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 91, 8, 8, 91, 19, 9, 9, 19, 28, 38, 424, 221
INVAR-2, Run: 012, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 129, 12, 12, 129, 19, 12, 6, 19, 28, 38, 370, 194
INVAR-2, Run: 013, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 370, 8, 8, 270, 19, 13, 6, 19, 28, 39, 497, 257
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 180, 11, 9, 180, 19, 14, 4, 18, 28, 38, 224, 121
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 110, 21, 19, 110, 19, 9, 9, 18, 28, 38, 652, 335
INVAR-2, Run: 016, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 273, 16, 16, 173, 19, 11, 8, 19, 28, 39, 467, 242
INVAR-2, Run: 017, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 152, 13, 13, 152, 19, 12, 6, 19, 28, 38, 112, 65
INVAR-2, Run: 018, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 108, 15, 15, 108, 19, 15, 3, 19, 28, 38, 330, 174
INVAR-2, Run: 019, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 94, 13, 13, 94, 19, 13, 5, 19, 28, 38, 670, 344
INVAR-2, Run: 020, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 147, 8, 8, 147, 19, 11, 7, 19, 28, 38, 162, 90
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 152, 10, 8, 152, 19, 9, 9, 18, 28, 38, 780, 399
INVAR-2, Run: 022, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 261, 14, 14, 261, 19, 12, 6, 19, 28, 38, 266, 142
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 160, 14, 12, 160, 19, 11, 7, 18, 28, 38, 158, 88
INVAR-2, Run: 024, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 340, 22, 22, 240, 19, 8, 11, 19, 28, 39, 133, 75
INVAR-2, Run: 025, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 187, 7, 7, 187, 19, 14, 4, 19, 28, 38, 362, 190
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 439, 12, 10, 439, 19, 14, 4, 18, 28, 38, 202, 110
INVAR-2, Run: 027, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 153, 12, 12, 153, 19, 8, 10, 19, 28, 38, 224, 121
INVAR-2, Run: 028, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 249, 10, 10, 249, 19, 9, 9, 19, 28, 38, 580, 299
INVAR-2, Run: 029, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 222, 11, 11, 122, 19, 9, 10, 19, 28, 39, 241, 129
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 258, 14, 12, 258, 19, 10, 8, 18, 28, 38, 750, 384
INVAR-2, Run: 031, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 477, 9, 9, 377, 19, 13, 6, 19, 28, 39, 171, 94
INVAR-2, Run: 032, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 527, 13, 13, 427, 19, 11, 8, 19, 28, 39, 203, 110
INVAR-2, Run: 033, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 279, 15, 15, 179, 19, 11, 8, 19, 28, 39, 209, 113
INVAR-2, Run: 034, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 218, 13, 13, 218, 19, 14, 4, 19, 28, 38, 292, 155
INVAR-2, Run: 035, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 432, 16, 16, 332, 19, 10, 9, 19, 28, 39, 349, 183
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 109, 12, 10, 109, 19, 11, 7, 18, 28, 38, 316, 167
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 137, 10, 8, 137, 19, 9, 9, 18, 28, 38, 262, 140
INVAR-2, Run: 038, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 357, 13, 13, 257, 19, 12, 7, 19, 28, 39, 261, 139
INVAR-2, Run: 039, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 181, 13, 13, 181, 19, 14, 4, 19, 28, 38, 600, 309
INVAR-2, Run: 040, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 263, 16, 16, 263, 19, 14, 4, 19, 28, 38, 200, 109
INVAR-2, Run: 041, F, 4, 0, 0, 0, 0, 0, 0, 104, 0, 0, 1, 0, 16, 40, 148, 15, 15, 148, 20, 9, 10, 20, 28, 40, 106, 61
INVAR-2, Run: 042, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 160, 21, 21, 160, 19, 10, 8, 19, 28, 38, 350, 184
INVAR-2, Run: 043, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 308, 7, 7, 208, 19, 13, 6, 19, 28, 39, 213, 115
INVAR-2, Run: 044, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 345, 17, 17, 245, 19, 10, 9, 19, 28, 39, 201, 109
INVAR-2, Run: 045, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 181, 7, 7, 181, 19, 5, 13, 19, 28, 38, 556, 287
INVAR-2, Run: 046, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 243, 12, 12, 143, 19, 11, 8, 19, 28, 39, 241, 129
INVAR-2, Run: 047, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 440, 9, 9, 440, 19, 10, 8, 19, 28, 38, 330, 174
INVAR-2, Run: 048, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 169, 14, 14, 169, 19, 17, 1, 19, 28, 38, 160, 89
INVAR-2, Run: 049, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 273, 11, 11, 273, 19, 11, 7, 19, 28, 38, 204, 111
INVAR-2, Run: 050, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 277, 9, 9, 277, 19, 16, 2, 19, 28, 38, 242, 130
INVAR-2, Run: 051, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 353, 8, 8, 353, 19, 13, 5, 19, 28, 38, 240, 129
INVAR-2, Run: 052, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 336, 14, 14, 236, 19, 10, 9, 19, 28, 39, 347, 182
INVAR-2, Run: 053, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 214, 8, 8, 214, 19, 13, 5, 19, 28, 38, 118, 68
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 214, 9, 7, 214, 19, 15, 3, 18, 28, 38, 358, 188
INVAR-2, Run: 055, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 344, 9, 9, 244, 19, 15, 4, 19, 28, 39, 349, 183
INVAR-2, Run: 056, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 427, 17, 17, 327, 19, 17, 2, 19, 28, 39, 117, 67
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 162, 12, 10, 162, 19, 13, 5, 18, 28, 38, 130, 74
INVAR-2, Run: 058, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 185, 21, 21, 185, 19, 12, 6, 19, 28, 38, 294, 156
INVAR-2, Run: 059, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 244, 15, 15, 244, 19, 10, 8, 19, 28, 38, 188, 103
INVAR-2, Run: 060, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 192, 12, 12, 192, 19, 8, 10, 19, 28, 38, 244, 131
INVAR-2, Run: 061, F, 4, 0, 0, 0, 0, 0, 0, 104, 0, 0, 1, 0, 16, 40, 212, 11, 11, 212, 20, 14, 5, 20, 28, 40, 316, 166
INVAR-2, Run: 062, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 272, 10, 10, 272, 19, 14, 4, 19, 28, 38, 478, 248
INVAR-2, Run: 063, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 373, 10, 10, 273, 19, 15, 4, 19, 28, 39, 309, 163
INVAR-2, Run: 064, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 552, 15, 15, 452, 19, 12, 7, 19, 28, 39, 391, 204
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 220, 5, 3, 220, 19, 14, 4, 18, 28, 38, 468, 243
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 76, 10, 8, 76, 19, 13, 5, 18, 28, 38, 250, 134
INVAR-2, Run: 067, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 76, 13, 13, 76, 19, 10, 8, 19, 28, 38, 154, 86
INVAR-2, Run: 068, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 96, 6, 6, 96, 19, 12, 6, 19, 28, 38, 154, 86
INVAR-2, Run: 069, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 119, 13, 13, 119, 19, 12, 6, 19, 28, 38, 208, 113
INVAR-2, Run: 070, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 183, 9, 9, 183, 19, 13, 5, 19, 28, 38, 344, 181
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 285, 14, 12, 285, 19, 13, 5, 18, 28, 38, 176, 97
INVAR-2, Run: 072, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 227, 27, 27, 227, 19, 10, 8, 19, 28, 38, 372, 195
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 200, 15, 13, 200, 19, 13, 5, 18, 28, 38, 288, 153
INVAR-2, Run: 074, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 117, 11, 11, 117, 19, 13, 5, 19, 28, 38, 200, 109
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 114, 12, 10, 114, 19, 11, 7, 18, 28, 38, 272, 145
INVAR-2, Run: 076, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 164, 8, 8, 164, 19, 15, 3, 19, 28, 38, 96, 57
INVAR-2, Run: 077, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 377, 18, 18, 377, 19, 10, 8, 19, 28, 38, 252, 135
INVAR-2, Run: 078, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 113, 8, 8, 113, 19, 16, 2, 19, 28, 38, 426, 222
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 177, 16, 14, 177, 19, 15, 3, 18, 28, 38, 514, 266
INVAR-2, Run: 080, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 170, 10, 10, 170, 19, 13, 5, 19, 28, 38, 700, 359
INVAR-2, Run: 081, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 157, 12, 12, 157, 19, 11, 7, 19, 28, 38, 496, 257
INVAR-2, Run: 082, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 207, 12, 12, 207, 19, 9, 9, 19, 28, 38, 194, 106
INVAR-2, Run: 083, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 256, 11, 11, 256, 19, 13, 5, 19, 28, 38, 212, 115
INVAR-2, Run: 084, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 366, 9, 9, 366, 19, 10, 8, 19, 28, 38, 622, 320
INVAR-2, Run: 085, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 110, 10, 10, 110, 19, 10, 8, 19, 28, 38, 216, 117
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 60, 13, 11, 60, 19, 9, 9, 18, 28, 38, 258, 138
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 0, 0, 96, 0, 2, 1, 2, 18, 38, 100, 19, 17, 100, 19, 10, 8, 18, 28, 38, 254, 136
INVAR-2, Run: 088, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 313, 14, 14, 213, 19, 14, 5, 19, 28, 39, 265, 141
INVAR-2, Run: 089, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 240, 13, 13, 140, 19, 6, 13, 19, 28, 39, 233, 125
INVAR-2, Run: 090, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 304, 5, 5, 304, 19, 13, 5, 19, 28, 38, 204, 111
INVAR-2, Run: 091, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 236, 13, 13, 236, 19, 9, 9, 19, 28, 38, 534, 276
INVAR-2, Run: 092, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 429, 22, 22, 329, 19, 12, 7, 19, 28, 39, 155, 86
INVAR-2, Run: 093, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 237, 9, 9, 237, 19, 13, 5, 19, 28, 38, 346, 182
