Input Number, Run_Number, Result@ 100, ANuAOX1, ar, AGuAIX1, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 029, P, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 195, 98, 1, 1, 97, 2, 0, 31, 13, 36, 15, 4, 1, 195, 4, 0, 12, 1, 17, 2, 1, 1, 0, 99, 0, 0, 0, 1, 1, 2, 1, 1, 0, 3, 0, 4, 2, 5, 3, 1, 194, 4, 1, 17, 0, 1, 23, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 297, 0, 0, 44, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 297, 4, 0, 55, 0, 0, 16, 4, 21, 1, 5, 1
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 196, 98, 2, 0, 98, 2, 0, 2, 1, 7, 2, 4, 1, 194, 6, 0, 7, 1, 14, 2, 1, 1, 0, 100, 0, 0, 10, 1, 11, 2, 1, 0, 0, 4, 0, 9, 3, 10, 4, 1, 198, 2, 0, 21, 1, 3, 24, 4, 1, 1, 1, 1, 1, 54, 1, 9, 0, 291, 4, 0, 0, 0, 0, 0, 0, 0, 2, 21, 2, 27, 3, 1, 45, 0, 0, 306, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 197, 99, 1, 0, 97, 3, 0, 0, 1, 5, 2, 2, 1, 194, 6, 0, 7, 4, 14, 5, 1, 1, 1, 99, 0, 1, 0, 0, 2, 2, 1, 0, 0, 3, 0, 1, 0, 2, 1, 1, 194, 6, 0, 15, 1, 2, 22, 3, 1, 1, 1, 1, 1, 45, 0, 7, 0, 287, 6, 0, 0, 0, 0, 0, 0, 0, 3, 11, 2, 18, 3, 1, 55, 0, 0, 308, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 197, 98, 2, 0, 98, 1, 1, 6, 0, 11, 2, 3, 1, 197, 3, 0, 1, 0, 5, 1, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 197, 3, 0, 25, 1, 11, 29, 12, 1, 1, 1, 1, 1, 54, 0, 5, 0, 312, 2, 0, 0, 0, 0, 0, 0, 0, 2, 29, 6, 31, 6, 0, 46, 0, 0, 287, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 192, 98, 1, 1, 98, 2, 0, 45, 11, 50, 13, 8, 1, 200, 0, 0, 14, 6, 15, 7, 1, 1, 0, 98, 2, 0, 8, 0, 11, 1, 1, 0, 0, 6, 0, 9, 2, 10, 3, 1, 198, 2, 0, 8, 1, 2, 11, 3, 1, 1, 1, 1, 1, 49, 0, 15, 0, 312, 4, 1, 0, 0, 0, 0, 0, 0, 2, 5, 0, 11, 2, 1, 51, 0, 0, 284, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 190, 97, 3, 0, 98, 2, 0, 13, 2, 19, 3, 10, 1, 198, 2, 0, 2, 2, 5, 3, 1, 1, 0, 99, 1, 0, 8, 1, 10, 2, 1, 0, 0, 7, 0, 22, 2, 23, 3, 1, 195, 5, 0, 30, 2, 4, 36, 5, 1, 1, 1, 1, 1, 52, 0, 18, 0, 312, 3, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 8, 2, 1, 48, 0, 0, 286, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 1, 0, 0, 0, 601, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 99, 1, 0, 4, 1, 8, 2, 4, 1, 194, 5, 1, 57, 20, 64, 22, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 2, 0, 8, 3, 8, 3, 0, 196, 4, 0, 7, 0, 1, 12, 2, 1, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 448, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 196, 98, 1, 1, 99, 1, 0, 32, 6, 36, 8, 4, 1, 195, 5, 0, 4, 0, 10, 1, 1, 1, 0, 99, 1, 0, 40, 10, 42, 11, 1, 0, 0, 17, 0, 3, 1, 4, 2, 1, 196, 4, 0, 10, 4, 3, 15, 4, 1, 1, 1, 1, 1, 10, 0, 22, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 18, 0, 0, 77, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 193, 98, 2, 0, 98, 2, 0, 3, 1, 8, 2, 7, 1, 197, 3, 0, 7, 1, 11, 2, 1, 1, 0, 99, 1, 0, 0, 0, 2, 1, 1, 0, 0, 7, 0, 2, 0, 3, 1, 1, 199, 1, 0, 14, 2, 3, 16, 4, 1, 1, 1, 1, 1, 58, 0, 15, 0, 304, 3, 0, 0, 0, 0, 0, 0, 0, 3, 21, 1, 25, 2, 1, 42, 0, 0, 294, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 96, 4, 0, 99, 1, 0, 2, 2, 8, 3, 2, 1, 195, 5, 0, 7, 3, 13, 4, 1, 1, 1, 99, 1, 0, 28, 7, 30, 8, 1, 0, 0, 19, 0, 2, 0, 2, 0, 0, 196, 4, 0, 2, 1, 3, 7, 4, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 039, P, 0, 0, 0, 0, 1, 0, 200, 200, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 196, 98, 2, 0, 97, 3, 0, 3, 0, 9, 1, 4, 1, 193, 7, 0, 6, 0, 14, 1, 1, 1, 0, 99, 1, 0, 16, 2, 18, 3, 1, 0, 0, 5, 0, 6, 0, 7, 1, 1, 198, 2, 0, 11, 0, 2, 14, 3, 1, 1, 1, 1, 1, 55, 1, 10, 0, 289, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 7, 3, 1, 44, 0, 0, 310, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 198, 97, 3, 0, 97, 3, 0, 21, 1, 28, 2, 2, 1, 195, 4, 1, 4, 2, 10, 4, 1, 1, 0, 100, 0, 0, 5, 1, 6, 2, 1, 0, 0, 7, 0, 45, 8, 46, 9, 1, 197, 2, 1, 5, 2, 1, 9, 3, 1, 1, 1, 1, 1, 45, 1, 10, 0, 297, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 4, 0, 0, 54, 0, 0, 303, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 199, 95, 5, 0, 96, 4, 0, 14, 7, 24, 8, 1, 1, 198, 2, 0, 8, 2, 11, 3, 1, 1, 0, 100, 0, 0, 10, 1, 11, 2, 1, 0, 0, 2, 0, 11, 4, 12, 5, 1, 198, 2, 0, 2, 2, 1, 5, 2, 1, 1, 1, 1, 1, 59, 0, 4, 0, 310, 1, 0, 0, 0, 0, 0, 0, 0, 3, 24, 9, 25, 9, 0, 41, 0, 0, 290, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 1, 0, 0, 0, 198, 100, 0, 0, 96, 3, 0, 11, 1, 15, 2, 1, 1, 193, 5, 1, 25, 5, 32, 7, 1, 1, 0, 99, 0, 0, 18, 5, 19, 6, 1, 1, 0, 0, 0, 10, 5, 11, 6, 1, 195, 4, 0, 3, 0, 1, 8, 2, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 279, 0, 0, 49, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 316, 3, 0, 50, 0, 0, 5, 2, 9, 1, 2, 0
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 199, 97, 3, 0, 99, 1, 0, 0, 2, 5, 3, 1, 1, 199, 1, 0, 30, 9, 32, 10, 1, 1, 0, 100, 0, 0, 2, 0, 3, 1, 1, 0, 0, 6, 0, 0, 0, 1, 1, 1, 193, 5, 0, 1, 1, 0, 7, 1, 1, 1, 1, 1, 1, 44, 0, 8, 0, 302, 2, 0, 0, 0, 0, 0, 0, 0, 2, 13, 5, 15, 5, 0, 56, 0, 0, 291, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 1, 0, 0, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 98, 2, 0, 98, 2, 0, 9, 2, 14, 3, 4, 1, 198, 2, 0, 6, 3, 9, 4, 1, 1, 1, 100, 0, 0, 11, 2, 12, 3, 1, 0, 0, 32, 0, 11, 2, 11, 2, 0, 198, 2, 0, 2, 5, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 1, 0, 601, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 100, 0, 0, 100, 0, 0, 24, 2, 25, 3, 3, 1, 196, 4, 0, 21, 5, 26, 6, 1, 1, 0, 100, 0, 0, 18, 7, 19, 8, 1, 0, 0, 10, 0, 10, 6, 11, 7, 0, 198, 2, 0, 8, 5, 0, 11, 1, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 1, 0, 0, 0, 0, 194, 97, 1, 0, 94, 4, 0, 3, 2, 9, 3, 2, 1, 190, 6, 0, 13, 1, 20, 2, 1, 1, 0, 98, 0, 0, 9, 0, 10, 1, 1, 0, 0, 1, 0, 7, 4, 8, 5, 1, 192, 4, 0, 4, 0, 2, 9, 3, 1, 1, 1, 1, 1, 47, 0, 4, 0, 290, 1, 0, 0, 0, 0, 0, 0, 0, 1, 8, 2, 10, 3, 1, 51, 0, 0, 298, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 199, 99, 1, 0, 99, 1, 0, 5, 3, 8, 4, 1, 1, 191, 9, 0, 9, 4, 19, 5, 1, 1, 0, 99, 1, 0, 2, 0, 4, 1, 1, 0, 0, 16, 0, 0, 0, 1, 1, 1, 196, 4, 0, 21, 5, 3, 26, 4, 1, 1, 1, 1, 1, 41, 0, 18, 0, 284, 3, 0, 0, 0, 0, 0, 0, 0, 6, 4, 1, 8, 2, 1, 59, 0, 0, 314, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 195, 99, 0, 1, 99, 1, 0, 18, 6, 21, 8, 4, 1, 196, 4, 0, 3, 2, 8, 3, 1, 1, 1, 99, 1, 0, 0, 0, 2, 1, 1, 0, 0, 4, 0, 14, 3, 15, 4, 1, 198, 2, 0, 6, 1, 0, 9, 1, 1, 1, 1, 1, 1, 50, 0, 10, 0, 312, 4, 0, 0, 0, 0, 0, 0, 0, 3, 35, 13, 40, 14, 1, 50, 0, 0, 285, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 199, 98, 2, 0, 96, 3, 1, 13, 3, 20, 5, 1, 1, 197, 3, 0, 12, 2, 16, 3, 1, 1, 0, 100, 0, 0, 2, 0, 3, 1, 1, 0, 0, 19, 0, 7, 2, 8, 3, 1, 197, 3, 0, 7, 3, 7, 11, 8, 1, 1, 1, 1, 1, 48, 0, 21, 0, 302, 3, 0, 0, 0, 0, 0, 0, 0, 4, 11, 3, 15, 4, 1, 52, 0, 0, 296, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 0, 1, 0, 586, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 98, 2, 0, 7, 1, 11, 2, 3, 1, 196, 4, 0, 8, 5, 13, 6, 1, 1, 0, 99, 1, 0, 24, 10, 26, 11, 1, 0, 0, 5, 0, 35, 6, 36, 7, 0, 190, 5, 0, 0, 0, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 99, 0, 0, 0, 0, 0, 0, 0, 194, 98, 2, 0, 97, 3, 0, 56, 11, 62, 12, 6, 1, 198, 1, 0, 3, 0, 5, 1, 1, 1, 0, 99, 0, 0, 3, 1, 4, 2, 1, 0, 1, 7, 0, 33, 7, 35, 8, 1, 194, 5, 0, 17, 2, 2, 23, 3, 1, 1, 1, 1, 1, 49, 0, 14, 0, 310, 3, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 8, 0, 0, 50, 0, 0, 285, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 194, 99, 1, 0, 97, 3, 0, 5, 2, 10, 3, 6, 1, 197, 3, 0, 7, 0, 11, 1, 1, 1, 0, 100, 0, 0, 18, 4, 19, 5, 1, 0, 0, 2, 0, 7, 2, 8, 3, 1, 194, 6, 0, 11, 2, 3, 18, 4, 1, 1, 1, 1, 1, 50, 0, 9, 0, 314, 1, 0, 0, 0, 0, 0, 0, 0, 3, 17, 6, 18, 6, 0, 50, 0, 0, 286, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 054, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, 0, 1, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 98, 2, 0, 99, 1, 0, 5, 0, 9, 1, 6, 1, 198, 2, 0, 11, 6, 14, 7, 1, 1, 0, 100, 0, 0, 6, 0, 7, 1, 1, 0, 0, 52, 0, 4, 0, 4, 0, 0, 198, 2, 0, 12, 20, 2, 14, 2, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 198, 98, 1, 1, 98, 2, 0, 10, 8, 15, 10, 2, 1, 196, 3, 1, 2, 1, 7, 3, 1, 1, 0, 100, 0, 0, 2, 2, 3, 3, 1, 0, 0, 11, 0, 12, 4, 13, 5, 1, 193, 7, 0, 1, 4, 1, 9, 2, 1, 1, 1, 1, 1, 47, 0, 14, 0, 321, 2, 0, 0, 0, 0, 0, 0, 0, 5, 23, 2, 26, 3, 1, 53, 0, 0, 278, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 056, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 196, 99, 1, 0, 97, 3, 0, 14, 2, 19, 3, 4, 1, 192, 8, 0, 13, 4, 22, 5, 1, 1, 0, 100, 0, 0, 10, 5, 11, 6, 1, 0, 0, 14, 0, 17, 2, 18, 3, 1, 196, 4, 0, 10, 5, 2, 15, 3, 1, 1, 1, 1, 1, 54, 0, 19, 0, 308, 5, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 7, 0, 0, 46, 0, 0, 288, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 057, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 100, 0, 0, 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 100, 0, 0, 99, 1, 0, 20, 2, 22, 3, 3, 1, 195, 5, 0, 4, 1, 10, 2, 1, 1, 0, 100, 0, 0, 20, 3, 20, 3, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 199, 1, 0, 23, 8, 8, 24, 8, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
