Input Number, Run_Number, Result@ 100, ANuAOX1, ar, AGuAIX1, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-14, Run: 088, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 11, 1, 0, 6, 0, 8, 1, 2, 1, 21, 3, 0, 11, 2, 15, 3, 1, 1, 0, 12, 0, 0, 3, 2, 4, 3, 1, 0, 0, 22, 0, 10, 6, 11, 7, 1, 20, 3, 0, 4, 4, 2, 8, 3, 1, 1, 1, 1, 1, 3, 0, 25, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 0, 17, 0, 0, 9, 0, 0, 40, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 24, 8, 4, 0, 12, 0, 0, 8, 1, 13, 2, 0, 1, 21, 2, 1, 19, 4, 23, 6, 1, 1, 0, 11, 1, 0, 9, 0, 11, 1, 1, 0, 0, 8, 0, 6, 3, 7, 4, 1, 24, 0, 0, 21, 7, 2, 22, 3, 1, 1, 1, 1, 1, 3, 0, 9, 0, 34, 2, 0, 0, 0, 0, 0, 0, 0, 8, 8, 1, 11, 2, 1, 9, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 21, 10, 1, 1, 11, 1, 0, 2, 1, 6, 3, 3, 1, 22, 2, 0, 3, 2, 6, 3, 1, 1, 0, 12, 0, 0, 6, 0, 7, 1, 1, 0, 0, 2, 0, 16, 4, 17, 5, 1, 23, 1, 0, 11, 2, 3, 13, 4, 1, 1, 1, 1, 1, 3, 0, 6, 0, 33, 1, 0, 0, 0, 0, 0, 0, 0, 3, 15, 1, 17, 2, 1, 9, 0, 0, 39, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 0, 21, 12, 0, 0, 10, 2, 0, 4, 0, 7, 1, 3, 1, 22, 1, 0, 1, 0, 3, 1, 1, 1, 0, 10, 1, 0, 5, 0, 7, 1, 1, 1, 0, 10, 0, 26, 14, 27, 15, 1, 22, 1, 0, 30, 2, 5, 32, 6, 1, 1, 1, 1, 1, 3, 0, 14, 0, 35, 1, 0, 0, 0, 0, 0, 0, 0, 3, 8, 2, 10, 3, 1, 8, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 092, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 12, 0, 1, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 0, 0, 12, 0, 0, 7, 0, 8, 1, 3, 1, 22, 2, 0, 27, 5, 30, 6, 1, 1, 0, 12, 0, 0, 14, 2, 15, 3, 1, 0, 0, 14, 0, 6, 2, 6, 2, 0, 21, 3, 0, 16, 4, 2, 19, 2, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 093, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 1, 0, 12, 0, 0, 50, 16, 52, 17, 0, 1, 23, 0, 1, 24, 10, 26, 12, 1, 1, 1, 12, 0, 0, 31, 10, 32, 10, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 21, 3, 0, 4, 2, 2, 8, 3, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 21, 10, 1, 1, 11, 1, 0, 13, 2, 17, 4, 2, 1, 19, 5, 0, 4, 1, 10, 2, 1, 1, 1, 12, 0, 0, 10, 4, 11, 5, 1, 0, 0, 24, 0, 11, 5, 12, 6, 1, 19, 5, 0, 8, 4, 4, 14, 5, 1, 1, 1, 1, 1, 8, 0, 28, 0, 35, 3, 0, 0, 0, 0, 0, 0, 0, 6, 11, 5, 15, 6, 1, 4, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0, 22, 11, 0, 1, 10, 2, 0, 33, 7, 37, 9, 2, 1, 20, 2, 1, 1, 0, 5, 2, 1, 1, 0, 11, 0, 0, 40, 11, 41, 12, 1, 0, 0, 3, 1, 3, 2, 5, 4, 1, 20, 3, 0, 7, 5, 1, 11, 2, 1, 1, 1, 1, 1, 7, 0, 6, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 1, 5, 1, 0, 4, 0, 0, 36, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 11, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 3, 0, 11, 1, 0, 30, 12, 35, 12, 0, 0, 22, 1, 0, 1, 0, 3, 1, 1, 1, 0, 11, 0, 0, 25, 6, 25, 6, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 20, 1, 0, 1, 16, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 097, P, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 22, 11, 1, 0, 10, 1, 0, 4, 1, 7, 2, 1, 1, 23, 0, 0, 0, 0, 1, 1, 1, 1, 1, 11, 0, 0, 19, 5, 20, 6, 1, 1, 0, 1, 0, 11, 3, 12, 4, 1, 22, 1, 0, 8, 0, 2, 10, 3, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 41, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29, 0, 0, 6, 1, 0, 17, 4, 19, 1, 5, 1
INVAR-14, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 21, 11, 1, 0, 8, 3, 1, 5, 2, 11, 4, 2, 1, 21, 3, 0, 6, 1, 10, 2, 1, 1, 1, 12, 0, 0, 1, 0, 2, 1, 1, 0, 0, 15, 0, 0, 0, 1, 1, 1, 23, 1, 0, 11, 3, 6, 13, 7, 1, 1, 1, 1, 1, 8, 0, 19, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 5, 4, 0, 6, 2, 1, 4, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 12, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 12, 0, 0, 12, 0, 0, 0, 0, 1, 1, 0, 1, 24, 0, 0, 24, 9, 25, 10, 1, 1, 0, 12, 0, 0, 11, 0, 11, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 23, 1, 0, 2, 5, 3, 4, 4, 1, 1, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 21, 11, 1, 0, 12, 0, 0, 0, 0, 2, 1, 2, 1, 22, 2, 0, 7, 3, 10, 4, 1, 1, 1, 12, 0, 0, 27, 7, 28, 8, 1, 0, 0, 7, 0, 6, 1, 7, 2, 1, 23, 1, 0, 13, 3, 4, 15, 5, 1, 1, 1, 1, 1, 6, 0, 11, 0, 35, 5, 0, 0, 0, 0, 0, 0, 0, 5, 10, 4, 16, 5, 1, 6, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 26, 2, 0, 26, 1, 1, 7, 4, 12, 6, 2, 1, 56, 0, 0, 28, 2, 29, 3, 1, 1, 0, 28, 0, 0, 14, 4, 15, 5, 1, 0, 0, 22, 0, 10, 0, 10, 0, 0, 54, 1, 1, 10, 7, 0, 13, 2, 1, 1, 1, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 002, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 1, 1, 1, 0, 28, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 26, 2, 0, 25, 3, 0, 9, 5, 15, 6, 2, 1, 55, 1, 0, 40, 9, 42, 10, 1, 1, 1, 26, 2, 0, 4, 0, 6, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 47, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 1, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 27, 1, 0, 27, 1, 0, 9, 1, 12, 2, 4, 1, 52, 4, 0, 11, 1, 16, 2, 1, 1, 0, 26, 1, 1, 1, 1, 4, 3, 1, 0, 0, 3, 0, 31, 10, 32, 10, 0, 50, 6, 0, 1, 1, 0, 8, 1, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 0, 0, 0, 0, 54, 25, 3, 0, 26, 2, 0, 4, 0, 10, 1, 2, 1, 55, 1, 0, 14, 1, 16, 2, 1, 1, 0, 27, 1, 0, 5, 1, 7, 2, 1, 0, 0, 7, 0, 7, 4, 8, 5, 1, 53, 3, 0, 2, 4, 0, 6, 1, 1, 1, 1, 1, 1, 14, 0, 10, 0, 73, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 1, 1, 11, 0, 0, 89, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 28, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 27, 1, 0, 28, 0, 0, 20, 2, 22, 3, 0, 1, 55, 1, 0, 5, 1, 7, 2, 1, 1, 0, 28, 0, 0, 25, 4, 25, 4, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 55, 1, 0, 5, 4, 1, 7, 2, 1, 1, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 55, 26, 1, 1, 26, 2, 0, 6, 0, 11, 2, 1, 1, 54, 2, 0, 17, 6, 20, 7, 1, 1, 0, 28, 0, 0, 1, 0, 2, 1, 1, 0, 0, 27, 0, 6, 1, 7, 2, 1, 56, 0, 0, 7, 5, 3, 8, 4, 1, 1, 1, 1, 1, 14, 0, 29, 0, 90, 1, 0, 0, 0, 0, 0, 0, 0, 6, 4, 0, 5, 0, 0, 14, 0, 0, 78, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 28, 0, 0, 25, 3, 0, 17, 3, 21, 4, 0, 1, 54, 2, 0, 3, 0, 6, 1, 1, 1, 0, 27, 1, 0, 25, 4, 27, 5, 1, 0, 0, 20, 0, 18, 2, 18, 2, 0, 56, 0, 0, 14, 4, 0, 15, 1, 1, 1, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 0, 0, 0, 0, 0, 0, 0, 52, 26, 1, 0, 25, 2, 0, 1, 0, 5, 1, 4, 1, 50, 5, 0, 2, 0, 8, 1, 1, 1, 0, 26, 1, 0, 30, 9, 32, 10, 1, 1, 0, 2, 0, 3, 1, 4, 2, 1, 49, 6, 0, 18, 1, 2, 25, 3, 1, 1, 1, 1, 1, 10, 1, 7, 0, 80, 3, 1, 0, 0, 0, 0, 0, 0, 2, 8, 5, 13, 6, 0, 16, 0, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 53, 26, 2, 0, 27, 1, 0, 14, 4, 18, 5, 3, 1, 56, 0, 0, 6, 2, 7, 3, 1, 1, 0, 28, 0, 0, 5, 3, 6, 4, 1, 0, 0, 5, 0, 7, 0, 8, 1, 1, 53, 3, 0, 1, 0, 0, 5, 1, 1, 1, 1, 1, 1, 12, 1, 9, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 15, 0, 0, 91, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 51, 26, 2, 0, 27, 1, 0, 7, 2, 11, 3, 5, 1, 53, 3, 0, 19, 8, 23, 9, 1, 1, 0, 28, 0, 0, 3, 1, 4, 2, 1, 0, 0, 3, 0, 7, 1, 8, 2, 1, 55, 0, 1, 17, 1, 5, 19, 7, 1, 1, 1, 1, 1, 16, 1, 9, 0, 86, 1, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1, 8, 2, 1, 11, 0, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 53, 27, 1, 0, 27, 1, 0, 13, 3, 16, 4, 3, 1, 52, 4, 0, 6, 1, 11, 2, 1, 1, 0, 28, 0, 0, 13, 2, 14, 3, 1, 0, 0, 18, 0, 8, 1, 9, 2, 1, 53, 3, 0, 3, 5, 1, 7, 2, 1, 1, 1, 1, 1, 14, 0, 22, 0, 75, 1, 1, 0, 0, 0, 0, 0, 0, 6, 9, 3, 12, 5, 1, 14, 0, 0, 92, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 1, 0, 0, 0, 0, 55, 27, 1, 0, 27, 1, 0, 3, 1, 6, 2, 1, 1, 53, 2, 0, 0, 1, 3, 2, 1, 1, 0, 26, 1, 0, 1, 0, 3, 1, 1, 1, 0, 1, 0, 11, 1, 12, 2, 1, 48, 7, 0, 0, 0, 0, 8, 1, 1, 1, 1, 1, 1, 16, 0, 3, 0, 87, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 6, 1, 1, 11, 0, 0, 78, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 54, 26, 1, 1, 26, 2, 0, 5, 3, 10, 5, 2, 1, 52, 4, 0, 4, 0, 9, 1, 1, 1, 0, 27, 1, 0, 0, 0, 2, 1, 1, 0, 0, 13, 0, 11, 0, 12, 1, 1, 56, 0, 0, 8, 5, 3, 9, 4, 1, 1, 1, 1, 1, 17, 0, 16, 0, 83, 1, 0, 0, 0, 0, 0, 0, 0, 6, 21, 5, 23, 6, 1, 11, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 53, 26, 2, 0, 26, 2, 0, 28, 5, 33, 6, 2, 1, 51, 5, 0, 4, 1, 10, 2, 1, 1, 1, 28, 0, 0, 11, 0, 12, 1, 1, 0, 0, 9, 0, 5, 3, 6, 4, 1, 53, 3, 0, 22, 1, 5, 26, 6, 1, 1, 1, 1, 1, 12, 0, 13, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 1, 20, 2, 1, 16, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 0, 55, 25, 3, 0, 26, 1, 1, 2, 0, 8, 2, 1, 1, 53, 3, 0, 14, 3, 18, 4, 1, 1, 0, 28, 0, 0, 2, 1, 3, 2, 1, 0, 0, 29, 0, 16, 1, 17, 2, 1, 55, 1, 0, 18, 7, 6, 20, 7, 1, 1, 1, 1, 1, 6, 0, 31, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 7, 0, 0, 45, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 53, 28, 0, 0, 24, 2, 2, 45, 8, 50, 11, 3, 1, 56, 0, 0, 9, 2, 10, 3, 1, 1, 0, 28, 0, 0, 32, 11, 33, 12, 1, 0, 0, 7, 0, 3, 0, 4, 1, 1, 54, 2, 0, 30, 0, 9, 33, 10, 1, 1, 1, 1, 1, 8, 0, 11, 0, 76, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 4, 1, 1, 20, 0, 0, 92, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
